,レース,芝ダ,距離,天候,馬場,着順,馬番,性齢,斤量,騎手,単勝,人気,馬体重,増減
6305,12,芝,外2200m,晴,良,18,6,セ5,57,"
大野拓弥
",299.7,17,532,+22
6306,1,ダート,1200m,晴,良,1,2,牝2,54,"
三浦皇成
",1.7,1,480,+18
6307,1,ダート,1200m,晴,良,2,12,牡2,54,"
武藤雅
",5.4,2,482,+6
6308,1,ダート,1200m,晴,良,3,13,牝2,54,"
勝浦正樹
",36.9,6,450,+6
6309,1,ダート,1200m,晴,良,4,4,牝2,54,"
北村宏司
",40.9,7,438,+2
6310,1,ダート,1200m,晴,良,5,9,牡2,55,"
武士沢友
",330.5,13,500,+18
6311,1,ダート,1200m,晴,良,6,15,牝2,54,"
田中勝春
",7.3,3,418,-8
6312,1,ダート,1200m,晴,良,7,1,牡2,54,"
木幡巧也
",26.6,5,520,-2
6313,1,ダート,1200m,晴,良,8,14,牝2,54,"
戸崎圭太
",8.2,4,432,+6
6314,1,ダート,1200m,晴,良,9,7,牝2,51,"
野中悠太
",270.5,12,418,-6
6315,1,ダート,1200m,晴,良,10,10,牡2,55,"
石川裕紀
",52.9,10,528,+12
6316,1,ダート,1200m,晴,良,11,8,牝2,54,"
柴田大知
",104.0,11,476,+8
6317,1,ダート,1200m,晴,良,12,6,牝2,54,"
柴田善臣
",44.3,8,462,0
6318,1,ダート,1200m,晴,良,13,5,牝2,51,"
木幡育也
",362.4,14,406,-4
6319,1,ダート,1200m,晴,良,14,11,牡2,55,"
杉原誠人
",579.5,16,512,+6
6320,1,ダート,1200m,晴,良,15,3,牝2,54,"
吉田隼人
",50.4,9,452,0
6321,1,ダート,1200m,晴,良,16,16,牝2,54,"
村田一誠
",529.5,15,438,+6
6322,2,ダート,1800m,晴,良,1,9,牝2,54,"
松岡正海
",16.4,5,478,0
6323,2,ダート,1800m,晴,良,2,8,牝2,54,"
武士沢友
",111.0,11,414,-4
6324,2,ダート,1800m,晴,良,3,5,牝2,54,"
柴田大知
",3.2,2,442,0
6325,2,ダート,1800m,晴,良,4,15,牝2,54,"
内田博幸
",2.0,1,520,-6
6326,2,ダート,1800m,晴,良,5,6,牝2,54,"
大野拓弥
",38.7,6,494,+6
6327,2,ダート,1800m,晴,良,6,3,牝2,54,"
田中勝春
",230.3,12,518,+10
6328,2,ダート,1800m,晴,良,7,2,牝2,54,"
伴啓太
",92.2,10,472,+6
6329,2,ダート,1800m,晴,良,8,14,牝2,53,"
武藤雅
",70.6,8,488,+4
6330,2,ダート,1800m,晴,良,9,7,牝2,54,"
勝浦正樹
",427.6,16,476,-8
6331,2,ダート,1800m,晴,良,10,10,牝2,54,"
蛯名正義
",82.4,9,428,0
6332,2,ダート,1800m,晴,良,11,13,牝2,54,"
北村宏司
",282.7,13,476,-8
6333,2,ダート,1800m,晴,良,12,1,牝2,54,"
江田照男
",336.7,14,450,-4
6334,2,ダート,1800m,晴,良,13,4,牝2,51,"
野中悠太
",347.4,15,418,0
6335,2,ダート,1800m,晴,良,14,11,牝2,54,"
アヴドゥ
",12.7,4,466,+10
6336,2,ダート,1800m,晴,良,15,12,牝2,54,"
三浦皇成
",6.6,3,482,-4
6337,3,芝,外1600m,晴,良,1,6,牝2,54,"
マーフィ
",1.8,1,470,+6
6338,3,芝,外1600m,晴,良,2,8,牝2,54,"
戸崎圭太
",16.5,5,452,+8
6339,3,芝,外1600m,晴,良,3,9,牡2,55,"
松山弘平
",30.2,9,446,0
6340,3,芝,外1600m,晴,良,4,2,牡2,55,"
江田照男
",12.6,4,448,+4
6341,3,芝,外1600m,晴,良,5,4,牝2,53,"
武藤雅
",21.1,7,446,-4
6342,3,芝,外1600m,晴,良,6,1,牡2,55,"
内田博幸
",18.4,6,516,+12
6343,3,芝,外1600m,晴,良,7,3,牡2,55,"
三浦皇成
",5.1,2,428,+4
6344,3,芝,外1600m,晴,良,8,12,牡2,55,"
石川裕紀
",8.6,3,450,+4
6345,3,芝,外1600m,晴,良,9,14,牝2,54,"
柴田善臣
",104.4,10,418,+14
6346,3,芝,外1600m,晴,良,10,13,牡2,55,"
大野拓弥
",412.6,14,456,+8
6347,3,芝,外1600m,晴,良,11,7,牝2,54,"
柴田大知
",246.7,12,438,+18
6348,3,芝,外1600m,晴,良,12,11,牡2,55,"
田辺裕信
",26.3,8,482,0
6349,3,芝,外1600m,晴,良,13,15,牡2,55,"
松岡正海
",158.6,11,486,+14
6350,3,芝,外1600m,晴,良,14,10,牝2,51,"
木幡育也
",256.1,13,428,+2
6351,3,芝,外1600m,晴,良,15,16,牝2,54,"
西田雄一
",857.5,16,444,+6
6352,3,芝,外1600m,晴,良,16,5,牡2,52,"
野中悠太
",762.5,15,470,-16
6353,4,ダート,1800m,晴,良,1,8,牡2,55,"
マーフィ
",4.8,3,496,+12
6354,4,ダート,1800m,晴,良,2,4,牡2,55,"
田辺裕信
",2.8,1,454,0
6355,4,ダート,1800m,晴,良,3,3,牡2,55,"
三浦皇成
",50.4,8,522,-4
6356,4,ダート,1800m,晴,良,4,2,牡2,55,"
宮崎北斗
",15.5,6,506,0
6357,4,ダート,1800m,晴,良,5,10,牡2,52,"
野中悠太
",182.2,12,444,-2
6358,4,ダート,1800m,晴,良,6,12,牡2,55,"
内田博幸
",10.7,4,460,+10
6359,4,ダート,1800m,晴,良,7,6,牡2,52,"
木幡育也
",419.6,15,470,+4
6360,4,ダート,1800m,晴,良,8,11,牡2,55,"
横山典弘
",3.1,2,532,+18
6361,4,ダート,1800m,晴,良,9,13,牡2,55,"
大野拓弥
",65.6,10,458,+6
6362,4,ダート,1800m,晴,良,10,7,牝2,54,"
柴田大知
",170.8,11,464,-4
6363,4,ダート,1800m,晴,良,11,15,牡2,55,"
松山弘平
",14.7,5,456,+26
6364,4,ダート,1800m,晴,良,12,16,牝2,53,"
木幡巧也
",576.7,16,450,+4
6365,4,ダート,1800m,晴,良,13,14,牝2,53,"
武藤雅
",214.6,13,450,0
6366,4,ダート,1800m,晴,良,14,9,牡2,55,"
伊藤工真
",260.7,14,442,+2
6367,4,ダート,1800m,晴,良,15,5,牝2,54,"
嘉藤貴行
",59.1,9,486,0
6368,4,ダート,1800m,晴,良,16,1,牡2,55,"
北村宏司
",42.7,7,510,+8
6369,5,ダート,1200m,晴,良,1,13,牡2,55,"
戸崎圭太
",2.4,1,438,0
6370,5,ダート,1200m,晴,良,2,3,牡2,55,"
三浦皇成
",2.9,2,484,0
6371,5,ダート,1200m,晴,良,3,10,牡2,55,"
マーフィ
",4.6,3,512,0
6372,5,ダート,1200m,晴,良,4,11,牝2,54,"
柴田善臣
",22.7,5,462,0
6373,5,ダート,1200m,晴,良,5,1,牡2,52,"
野中悠太
",38.2,6,458,0
6374,5,ダート,1200m,晴,良,6,7,牡2,55,"
長岡禎仁
",61.6,10,500,0
6375,5,ダート,1200m,晴,良,7,9,牝2,54,"
嘉藤貴行
",91.3,11,412,0
6376,5,ダート,1200m,晴,良,8,4,牝2,54,"
田辺裕信
",56.1,8,446,0
6377,5,ダート,1200m,晴,良,9,6,牝2,53,"
武藤雅
",21.1,4,480,0
6378,5,ダート,1200m,晴,良,10,15,牝2,54,"
田中勝春
",205.2,13,460,0
6379,5,ダート,1200m,晴,良,11,16,牝2,51,"
木幡育也
",41.8,7,446,0
6380,5,ダート,1200m,晴,良,12,12,牡2,55,"
的場勇人
",318.7,15,548,0
6381,5,ダート,1200m,晴,良,13,14,牝2,54,"
杉原誠人
",94.4,12,472,0
6382,5,ダート,1200m,晴,良,14,2,牡2,55,"
北村宏司
",59.0,9,514,0
6383,5,ダート,1200m,晴,良,15,8,牝2,54,"
宮崎北斗
",265.4,14,480,0
6384,6,芝,外1600m,曇,良,1,4,牝2,54,"
マーフィ
",1.5,1,428,0
6385,6,芝,外1600m,曇,良,2,2,牝2,54,"
江田照男
",52.1,7,450,0
6386,6,芝,外1600m,曇,良,3,6,牡2,55,"
北村宏司
",3.4,2,532,0
6387,6,芝,外1600m,曇,良,4,10,牝2,54,"
宮崎北斗
",30.3,5,444,0
6388,6,芝,外1600m,曇,良,5,16,牝2,54,"
大野拓弥
",23.9,4,440,0
6389,6,芝,外1600m,曇,良,6,14,牡2,55,"
田辺裕信
",12.0,3,448,0
6390,6,芝,外1600m,曇,良,7,13,牝2,54,"
三浦皇成
",91.3,9,420,0
6391,6,芝,外1600m,曇,良,8,12,牝2,54,"
伊藤工真
",123.4,11,388,0
6392,6,芝,外1600m,曇,良,9,3,牡2,55,"
勝浦正樹
",96.1,10,430,0
6393,6,芝,外1600m,曇,良,10,11,牝2,54,"
柴田大知
",63.6,8,476,0
6394,6,芝,外1600m,曇,良,11,1,牝2,54,"
杉原誠人
",154.4,12,406,0
6395,6,芝,外1600m,曇,良,12,9,牡2,55,"
菅原隆一
",524.4,16,418,0
6396,6,芝,外1600m,曇,良,13,15,牡2,55,"
川島信二
",195.3,13,502,0
6397,6,芝,外1600m,曇,良,14,8,牝2,54,"
村田一誠
",365.2,14,428,0
6398,6,芝,外1600m,曇,良,15,7,牝2,54,"
松岡正海
",33.0,6,458,0
6399,6,芝,外1600m,曇,良,16,5,牡2,55,"
柴田善臣
",371.2,15,446,0
6400,7,ダート,1800m,曇,良,1,7,牝3,54,"
戸崎圭太
",5.0,3,458,+6
6401,7,ダート,1800m,曇,良,2,2,牝3,54,"
三浦皇成
",5.7,4,460,0
6402,7,ダート,1800m,曇,良,3,14,牝3,54,"
田辺裕信
",4.9,2,430,+4
6403,7,ダート,1800m,曇,良,4,4,牝4,55,"
アヴドゥ
",10.8,6,510,+6
6404,7,ダート,1800m,曇,良,5,5,牝3,54,"
マーフィ
",3.5,1,484,+12
6405,7,ダート,1800m,曇,良,6,3,牝3,53,"
木幡巧也
",18.1,8,480,0
6406,7,ダート,1800m,曇,良,7,11,牝5,55,"
江田照男
",69.4,10,482,+10
6407,7,ダート,1800m,曇,良,8,9,牝4,55,"
内田博幸
",17.5,7,478,+10
6408,7,ダート,1800m,曇,良,9,6,牝4,55,"
柴田大知
",10.6,5,452,+4
6409,7,ダート,1800m,曇,良,10,8,牝3,54,"
松岡正海
",85.6,12,440,+4
6410,7,ダート,1800m,曇,良,11,13,牝3,51,"
野中悠太
",435.8,14,470,+10
6411,7,ダート,1800m,曇,良,12,12,牝3,53,"
武藤雅
",140.4,13,456,0
6412,7,ダート,1800m,曇,良,13,1,牝3,54,"
横山典弘
",20.9,9,472,+10
6413,7,ダート,1800m,曇,良,14,10,牝3,54,"
大野拓弥
",72.3,11,452,+4
6414,8,ダート,1200m,曇,良,1,12,牝3,54,"
勝浦正樹
",7.1,4,494,+2
6415,8,ダート,1200m,曇,良,2,10,牡4,57,"
小島太一
",138.5,12,504,+14
6416,8,ダート,1200m,曇,良,3,8,牡4,57,"
内田博幸
",5.6,3,504,-2
6417,8,ダート,1200m,曇,良,4,16,牡4,56,"
武藤雅
",4.1,2,454,0
6418,8,ダート,1200m,曇,良,5,2,牡6,57,"
柴田善臣
",38.3,10,530,+6
6419,8,ダート,1200m,曇,良,6,15,牝3,54,"
吉田隼人
",22.1,7,444,+6
6420,8,ダート,1200m,曇,良,7,4,牝3,54,"
アヴドゥ
",10.2,6,482,-6
6421,8,ダート,1200m,曇,良,8,13,牡4,57,"
北村宏司
",107.2,11,448,+12
6422,8,ダート,1200m,曇,良,9,14,牝4,55,"
三浦皇成
",7.7,5,486,-6
6423,8,ダート,1200m,曇,良,10,11,牝5,55,"
江田照男
",258.0,13,482,+6
6424,8,ダート,1200m,曇,良,11,7,牝4,55,"
柴田大知
",28.1,9,476,+8
6425,8,ダート,1200m,曇,良,12,9,牡4,57,"
村田一誠
",527.3,16,456,+10
6426,8,ダート,1200m,曇,良,13,5,牝3,53,"
木幡巧也
",24.4,8,444,+4
6427,8,ダート,1200m,曇,良,14,1,牡3,56,"
マーフィ
",3.4,1,492,-4
6428,8,ダート,1200m,曇,良,15,6,牝3,54,"
西田雄一
",344.0,14,468,+10
6429,8,ダート,1200m,曇,良,16,3,牡4,57,"
松岡正海
",431.2,15,474,+30
6430,9,ダート,2400m,曇,良,1,13,牡4,57,"
内田博幸
",3.1,1,476,+4
6431,9,ダート,2400m,曇,良,2,11,牡3,55,"
横山典弘
",5.0,3,500,+16
6432,9,ダート,2400m,曇,良,3,9,牡5,57,"
松岡正海
",110.6,14,472,-2
6433,9,ダート,2400m,曇,良,4,8,牡4,57,"
田中勝春
",14.5,5,472,+6
6434,9,ダート,2400m,曇,良,5,7,牡7,57,"
戸崎圭太
",62.2,11,464,-6
6435,9,ダート,2400m,曇,良,6,15,牡5,57,"
石川裕紀
",18.9,6,542,+12
6436,9,ダート,2400m,曇,良,7,14,牡3,55,"
木幡巧也
",90.7,12,476,+2
6437,9,ダート,2400m,曇,良,8,6,セ4,57,"
マーフィ
",3.4,2,488,0
6438,9,ダート,2400m,曇,良,9,3,牡4,57,"
田辺裕信
",6.5,4,464,+10
6439,9,ダート,2400m,曇,良,10,2,牡4,57,"
武藤雅
",22.2,7,500,+4
6440,9,ダート,2400m,曇,良,11,4,牡5,57,"
柴田善臣
",335.5,15,482,+22
6441,9,ダート,2400m,曇,良,12,10,牡3,55,"
長岡禎仁
",93.9,13,524,+24
6442,9,ダート,2400m,曇,良,13,1,牡5,57,"
三浦皇成
",45.9,9,460,0
6443,9,ダート,2400m,曇,良,14,5,牡4,57,"
勝浦正樹
",47.6,10,498,+2
6444,9,ダート,2400m,曇,良,15,12,牡4,57,"
アヴドゥ
",34.7,8,526,0
6445,10,芝,外1200m,曇,良,1,5,セ7,54,"
柴田大知
",12.6,6,478,+22
6446,10,芝,外1200m,曇,良,2,11,牝5,54,"
アヴドゥ
",4.9,3,500,+4
6447,10,芝,外1200m,曇,良,3,14,牝3,51,"
川島信二
",14.3,7,468,-2
6448,10,芝,外1200m,曇,良,4,10,セ6,54,"
長岡禎仁
",66.4,12,494,0
6449,10,芝,外1200m,曇,良,5,16,牝4,52,"
横山典弘
",4.5,2,450,-4
6450,10,芝,外1200m,曇,良,6,4,牝5,52,"
勝浦正樹
",29.8,11,462,+2
6451,10,芝,外1200m,曇,良,7,12,牡4,57,"
マーフィ
",3.4,1,530,-4
6452,10,芝,外1200m,曇,良,8,6,牡5,56,"
松山弘平
",11.8,4,478,+6
6453,10,芝,外1200m,曇,良,9,9,牡6,55,"
三浦皇成
",28.4,9,480,+8
6454,10,芝,外1200m,曇,良,10,3,牝6,51,"
木幡育也
",67.3,13,492,-6
6455,10,芝,外1200m,曇,良,11,8,セ7,53,"
木幡巧也
",29.7,10,486,+4
6456,10,芝,外1200m,曇,良,12,7,牝5,54,"
大野拓弥
",11.9,5,482,+8
6457,10,芝,外1200m,曇,良,13,15,牝6,51,"
江田照男
",14.8,8,482,+16
6458,10,芝,外1200m,曇,良,14,1,牡9,52,"
嘉藤貴行
",236.1,16,504,0
6459,10,芝,外1200m,曇,良,15,2,牝6,51,"
武士沢友
",185.2,15,478,+6
6460,10,芝,外1200m,曇,良,16,13,牝5,51,"
杉原誠人
",68.5,14,484,+20
6461,11,芝,1800m,曇,良,1,9,牝5,56,"
横山典弘
",6.2,3,430,-2
6462,11,芝,1800m,曇,良,2,8,牡5,56,"
マーフィ
",3.2,1,518,+4
6463,11,芝,1800m,曇,良,3,3,セ5,57,"
アヴドゥ
",6.5,4,480,+4
6464,11,芝,1800m,曇,良,4,7,牡5,57,"
松山弘平
",5.6,2,452,-4
6465,11,芝,1800m,曇,良,5,11,セ5,56,"
戸崎圭太
",7.1,5,468,-4
6466,11,芝,1800m,曇,良,6,2,牡5,58,"
柴田大知
",7.4,6,480,+4
6467,11,芝,1800m,曇,良,7,4,牝6,56,"
三浦皇成
",12.0,7,480,+10
6468,11,芝,1800m,曇,良,8,5,牝5,54,"
松岡正海
",16.3,8,480,+4
6469,11,芝,1800m,曇,良,9,6,牡6,56,"
大野拓弥
",39.2,9,486,+8
6470,11,芝,1800m,曇,良,10,1,牡7,57,"
北村宏司
",103.7,10,542,+22
6471,11,芝,1800m,曇,良,11,10,セ11,56,"
石川裕紀
",289.8,11,548,0
6472,12,芝,1800m,曇,良,1,1,牝5,55,"
三浦皇成
",8.0,4,460,+4
6473,12,芝,1800m,曇,良,2,12,牡4,57,"
江田照男
",97.3,10,458,+8
6474,12,芝,1800m,曇,良,3,9,牡4,57,"
柴田善臣
",10.2,5,510,+2
6475,12,芝,1800m,曇,良,4,2,牡3,56,"
アヴドゥ
",7.9,3,474,+4
6476,12,芝,1800m,曇,良,5,10,セ5,57,"
太宰啓介
",240.9,11,468,-10
6477,12,芝,1800m,曇,良,6,4,牡5,57,"
田辺裕信
",13.4,7,478,+4
6478,12,芝,1800m,曇,良,7,11,牡6,57,"
内田博幸
",20.5,8,486,+10
6479,12,芝,1800m,曇,良,8,14,牡5,57,"
蛯名正義
",11.6,6,462,+4
6480,12,芝,1800m,曇,良,9,8,牡4,57,"
マーフィ
",4.7,2,488,-4
6481,12,芝,1800m,曇,良,10,7,牡5,57,"
田中勝春
",367.5,13,490,-2
6482,12,芝,1800m,曇,良,11,3,牡4,57,"
戸崎圭太
",2.2,1,514,+6
6483,12,芝,1800m,曇,良,12,13,牡7,57,"
北村宏司
",90.6,9,520,+8
6484,12,芝,1800m,曇,良,13,6,セ7,54,"
野中悠太
",338.4,12,468,0
6485,12,芝,1800m,曇,良,14,5,牝6,52,"
木幡育也
",377.2,14,496,+8
6486,1,ダート,1200m,曇,良,1,1,牡2,55,"
石川裕紀
",1.2,1,516,+4
6487,1,ダート,1200m,曇,良,2,15,牡2,55,"
内田博幸
",8.9,2,452,-4
6488,1,ダート,1200m,曇,良,3,10,牝2,54,"
江田照男
",9.1,3,444,0
6489,1,ダート,1200m,曇,良,4,13,牝2,53,"
武藤雅
",33.4,6,430,0
6490,1,ダート,1200m,曇,良,5,11,牡2,55,"
宮崎北斗
",47.6,7,454,+2
6491,1,ダート,1200m,曇,良,6,8,牝2,54,"
丸田恭介
",146.3,12,438,-4
6492,1,ダート,1200m,曇,良,7,16,牡2,55,"
嘉藤貴行
",29.7,5,412,+6
6493,1,ダート,1200m,曇,良,8,7,牝2,52,"
横山武史
",91.3,10,436,0
6494,1,ダート,1200m,曇,良,9,2,牝2,51,"
木幡育也
",333.0,14,432,-10
6495,1,ダート,1200m,曇,良,10,9,牡2,55,"
北村宏司
",79.4,9,476,+6
6496,1,ダート,1200m,曇,良,11,4,牝2,54,"
勝浦正樹
",111.6,11,426,+6
6497,1,ダート,1200m,曇,良,12,3,牡2,54,"
藤田菜七
",49.9,8,480,-4
6498,1,ダート,1200m,曇,良,13,6,牝2,54,"
丹内祐次
",378.4,15,408,-6
6499,1,ダート,1200m,曇,良,14,5,牝2,54,"
三浦皇成
",276.9,13,402,+4
6500,1,ダート,1200m,曇,良,15,12,牡2,52,"
野中悠太
",411.6,16,466,+2
6501,1,ダート,1200m,曇,良,16,14,牝2,54,"
大野拓弥
",20.2,4,456,+6
6502,2,ダート,1800m,曇,良,1,12,牡2,55,"
田辺裕信
",4.9,4,488,-8
6503,2,ダート,1800m,曇,良,2,6,牡2,55,"
三浦皇成
",4.0,2,538,+6
6504,2,ダート,1800m,曇,良,3,1,牡2,55,"
大野拓弥
",4.8,3,472,0
6505,2,ダート,1800m,曇,良,4,15,牡2,52,"
野中悠太
",3.9,1,500,-6
6506,2,ダート,1800m,曇,良,5,2,牡2,55,"
田中勝春
",7.8,5,496,+20
6507,2,ダート,1800m,曇,良,6,10,牡2,55,"
柴田善臣
",19.7,7,474,0
6508,2,ダート,1800m,曇,良,7,3,牡2,55,"
黛弘人
",55.8,10,476,0
6509,2,ダート,1800m,曇,良,8,4,牡2,55,"
蛯名正義
",71.1,11,516,+4
6510,2,ダート,1800m,曇,良,9,5,牡2,55,"
丹内祐次
",83.6,12,480,+6
6511,2,ダート,1800m,曇,良,10,13,牡2,55,"
松岡正海
",15.8,6,504,0
6512,2,ダート,1800m,曇,良,11,14,牡2,55,"
江田照男
",48.8,8,472,+2
6513,2,ダート,1800m,曇,良,12,7,牝2,53,"
藤田菜七
",99.0,13,400,+4
6514,2,ダート,1800m,曇,良,13,16,牡2,54,"
武藤雅
",54.1,9,484,+2
6515,2,ダート,1800m,曇,良,14,8,牝2,53,"
木幡巧也
",222.3,15,444,-8
6516,2,ダート,1800m,曇,良,15,9,牡2,53,"
横山武史
",174.3,14,434,+8
6517,2,ダート,1800m,曇,良,16,11,牝2,54,"
伴啓太
",495.2,16,420,-10
6518,3,芝,外1200m,曇,良,1,9,牝2,54,"
津村明秀
",1.6,1,432,+10
6519,3,芝,外1200m,曇,良,2,16,牝2,54,"
松岡正海
",12.9,5,468,-4
6520,3,芝,外1200m,曇,良,3,14,牝2,54,"
丹内祐次
",9.0,4,436,-4
6521,3,芝,外1200m,曇,良,4,12,牝2,54,"
柴田大知
",253.9,14,408,+2
6522,3,芝,外1200m,曇,良,5,13,牝2,54,"
勝浦正樹
",7.0,3,430,+2
6523,3,芝,外1200m,曇,良,6,6,牝2,54,"
三浦皇成
",20.4,7,410,+2
6524,3,芝,外1200m,曇,良,7,2,牝2,53,"
武藤雅
",20.4,6,412,+2
6525,3,芝,外1200m,曇,良,8,15,牝2,54,"
マーフィ
",6.7,2,460,-6
6526,3,芝,外1200m,曇,良,9,8,牝2,54,"
内田博幸
",132.7,12,472,-10
6527,3,芝,外1200m,曇,良,10,11,牡2,55,"
武士沢友
",158.1,13,444,+6
6528,3,芝,外1200m,曇,良,11,4,牝2,54,"
江田照男
",45.0,8,428,-4
6529,3,芝,外1200m,曇,良,12,1,牝2,54,"
宮崎北斗
",87.4,11,428,-4
6530,3,芝,外1200m,曇,良,13,7,牝2,54,"
柴田善臣
",87.3,10,416,+2
6531,3,芝,外1200m,曇,良,14,5,牝2,54,"
田辺裕信
",70.7,9,410,-8
6532,3,芝,外1200m,曇,良,15,3,牝2,54,"
西田雄一
",507.0,16,454,+10
6533,3,芝,外1200m,曇,良,16,10,牡2,54,"
木幡初也
",294.0,15,490,+12
6534,4,芝,外1600m,曇,良,1,8,牝2,54,"
アヴドゥ
",3.0,1,438,-2
6535,4,芝,外1600m,曇,良,2,13,牝2,53,"
武藤雅
",42.8,9,446,-2
6536,4,芝,外1600m,曇,良,3,9,牡2,55,"
丹内祐次
",40.5,7,446,0
6537,4,芝,外1600m,曇,良,4,12,牡2,55,"
柴田大知
",22.7,6,476,0
6538,4,芝,外1600m,曇,良,5,11,牝2,54,"
戸崎圭太
",4.1,3,476,+2
6539,4,芝,外1600m,曇,良,6,16,牝2,54,"
マーフィ
",3.1,2,502,+12
6540,4,芝,外1600m,曇,良,7,2,牝2,54,"
蛯名正義
",68.6,10,466,+12
6541,4,芝,外1600m,曇,良,8,7,牡2,52,"
野中悠太
",81.5,11,458,0
6542,4,芝,外1600m,曇,良,9,14,牝2,54,"
大野拓弥
",6.6,4,484,0
6543,4,芝,外1600m,曇,良,10,1,牝2,54,"
津村明秀
",356.6,15,462,+12
6544,4,芝,外1600m,曇,良,11,4,牝2,54,"
勝浦正樹
",226.9,12,444,+6
6545,4,芝,外1600m,曇,良,12,5,牝2,54,"
柴山雄一
",16.5,5,422,+2
6546,4,芝,外1600m,曇,良,13,10,牝2,54,"
石川裕紀
",41.3,8,432,-14
6547,4,芝,外1600m,曇,良,14,15,牡2,54,"
木幡巧也
",247.3,13,450,+14
6548,4,芝,外1600m,曇,良,15,3,牝2,51,"
木幡育也
",346.5,14,416,+6
6549,4,芝,外1600m,曇,良,16,6,牝2,54,"
嶋田純次
",677.5,16,410,0
6550,5,ダート,1800m,曇,良,1,11,牡2,55,"
田辺裕信
",3.3,2,494,0
6551,5,ダート,1800m,曇,良,2,13,牡2,55,"
内田博幸
",13.1,4,522,0
6552,5,ダート,1800m,曇,良,3,12,牡2,55,"
柴田大知
",4.1,3,536,0
6553,5,ダート,1800m,曇,良,4,5,牡2,55,"
蛯名正義
",16.8,6,556,0
6554,5,ダート,1800m,曇,良,5,1,牡2,55,"
松岡正海
",48.9,9,466,0
6555,5,ダート,1800m,曇,良,6,15,牝2,54,"
三浦皇成
",37.7,8,498,0
6556,5,ダート,1800m,曇,良,7,10,牝2,51,"
野中悠太
",154.7,15,448,0
6557,5,ダート,1800m,曇,良,8,7,牡2,55,"
丸山元気
",16.1,5,472,0
6558,5,ダート,1800m,曇,良,9,3,牡2,55,"
大野拓弥
",98.1,12,478,0
6559,5,ダート,1800m,曇,良,10,9,牡2,54,"
武藤雅
",54.4,10,516,0
6560,5,ダート,1800m,曇,良,11,14,牡2,55,"
北村宏司
",67.6,11,538,0
6561,5,ダート,1800m,曇,良,12,2,牡2,55,"
菅原隆一
",188.1,16,474,0
6562,5,ダート,1800m,曇,良,13,16,牝2,54,"
マーフィ
",2.8,1,528,0
6563,5,ダート,1800m,曇,良,14,8,牝2,54,"
江田照男
",113.7,13,464,0
6564,5,ダート,1800m,曇,良,15,4,牝2,54,"
石川裕紀
",126.2,14,460,0
6565,6,ダート,1200m,曇,良,1,9,牡2,55,"
江田照男
",12.9,5,486,0
6566,6,ダート,1200m,曇,良,2,4,牝2,54,"
津村明秀
",2.5,1,510,0
6567,6,ダート,1200m,曇,良,3,14,牝2,53,"
木幡巧也
",4.9,3,430,0
6568,6,ダート,1200m,曇,良,4,12,牝2,54,"
勝浦正樹
",18.3,8,452,0
6569,6,ダート,1200m,曇,良,5,2,牝2,54,"
石川裕紀
",4.5,2,440,0
6570,6,ダート,1200m,曇,良,6,6,牝2,54,"
丸田恭介
",128.5,12,496,0
6571,6,ダート,1200m,曇,良,7,7,牝2,54,"
大野拓弥
",13.2,6,478,0
6572,6,ダート,1200m,曇,良,8,5,牝2,54,"
西田雄一
",160.4,14,424,0
6573,6,ダート,1200m,曇,良,9,11,牡2,55,"
菅原隆一
",18.0,7,478,0
6574,6,ダート,1200m,曇,良,10,3,牡2,55,"
丸山元気
",98.0,10,474,0
6575,6,ダート,1200m,曇,良,11,15,牡2,55,"
柴田善臣
",144.0,13,488,0
6576,6,ダート,1200m,曇,良,12,8,牡2,55,"
マーフィ
",8.2,4,462,0
6577,6,ダート,1200m,曇,良,13,10,牝2,54,"
嶋田純次
",339.7,15,406,0
6578,6,ダート,1200m,曇,良,14,13,牝2,54,"
柴山雄一
",126.5,11,444,0
6579,7,ダート,2500m,曇,良,1,4,牡3,55,"
マーフィ
",2.3,1,514,-10
6580,7,ダート,2500m,曇,良,2,7,牡4,57,"
北村宏司
",6.7,2,508,+6
6581,7,ダート,2500m,曇,良,3,16,牡4,57,"
黛弘人
",106.9,15,474,+8
6582,7,ダート,2500m,曇,良,4,14,牡5,57,"
丸山元気
",7.2,3,500,+12
6583,7,ダート,2500m,曇,良,5,5,牡3,55,"
大野拓弥
",9.8,6,482,+2
6584,7,ダート,2500m,曇,良,6,2,牡3,55,"
田中勝春
",28.7,8,496,+2
6585,7,ダート,2500m,曇,良,7,1,牡3,55,"
アヴドゥ
",7.7,5,540,+22
6586,7,ダート,2500m,曇,良,8,10,セ6,57,"
丹内祐次
",105.7,14,492,+22
6587,7,ダート,2500m,曇,良,9,6,牡3,55,"
津村明秀
",50.7,9,500,+10
6588,7,ダート,2500m,曇,良,10,11,牡3,55,"
武士沢友
",165.1,16,466,-4
6589,7,ダート,2500m,曇,良,11,12,牡4,56,"
木幡巧也
",88.5,12,452,+10
6590,7,ダート,2500m,曇,良,12,8,牡3,55,"
戸崎圭太
",7.5,4,542,+14
6591,7,ダート,2500m,曇,良,13,13,牡5,57,"
内田博幸
",19.5,7,506,+24
6592,7,ダート,2500m,曇,良,14,9,牡3,52,"
野中悠太
",70.6,11,500,+2
6593,7,ダート,2500m,曇,良,15,3,牡3,55,"
石川裕紀
",61.0,10,488,+10
