,レース,芝ダ,距離,天候,馬場,着順,馬番,性齢,斤量,騎手,単勝,人気,馬体重,増減
153,11,芝,2000m,晴,良,3,11,牡6,54,"
柴山雄一
",36.3,10,504,+4
154,11,芝,2000m,晴,良,4,7,牡6,56,"
岩田康誠
",9.3,4,530,+14
155,11,芝,2000m,晴,良,5,9,牡4,56,"
横山典弘
",4.9,3,498,+4
156,11,芝,2000m,晴,良,6,3,牡7,54,"
内田博幸
",33.2,9,486,+6
157,11,芝,2000m,晴,良,7,5,牝8,54,"
川田将雅
",17.3,6,452,-4
158,11,芝,2000m,晴,良,8,16,牡6,56,"
勝浦正樹
",114.5,14,464,-4
159,11,芝,2000m,晴,良,9,15,セ7,53,"
三浦皇成
",133.2,15,480,+2
160,11,芝,2000m,晴,良,10,17,牡4,56,"
福永祐一
",15.7,5,468,+2
161,11,芝,2000m,晴,良,11,14,牡8,57,"
柴田大知
",51.2,12,500,+12
162,11,芝,2000m,晴,良,12,4,牡4,54,"
蛯名正義
",20.8,7,506,+2
163,11,芝,2000m,晴,良,13,10,牡5,56,"
北村宏司
",55.6,13,496,-10
164,11,芝,2000m,晴,良,14,2,牡6,55,"
石橋脩
",26.6,8,484,0
165,11,芝,2000m,晴,良,15,12,牡7,55,"
田辺裕信
",43.5,11,468,-4
166,11,芝,2000m,晴,良,16,8,牡7,52,"
田中勝春
",225.9,17,454,0
167,11,芝,2000m,晴,良,17,13,牡5,54,"
吉田隼人
",197.1,16,530,+4
168,12,芝,外1600m,晴,良,1,12,牡6,57,"
柴山雄一
",4.5,2,454,-2
169,12,芝,外1600m,晴,良,2,2,牝5,55,"
戸崎圭太
",5.9,4,486,-2
170,12,芝,外1600m,晴,良,3,1,牡4,56,"
吉田隼人
",5.5,3,500,+6
171,12,芝,外1600m,晴,良,4,9,牡6,57,"
柴田大知
",3.1,1,498,+6
172,12,芝,外1600m,晴,良,5,8,牝4,54,"
内田博幸
",45.6,11,538,+10
173,12,芝,外1600m,晴,良,6,6,牝6,55,"
江田照男
",42.8,9,462,+6
174,12,芝,外1600m,晴,良,7,15,牡4,56,"
田辺裕信
",13.6,6,480,+8
175,12,芝,外1600m,晴,良,8,11,牝4,54,"
田中勝春
",45.7,12,422,+2
176,12,芝,外1600m,晴,良,9,10,牡7,54,"
野中悠太
",12.6,5,522,+8
177,12,芝,外1600m,晴,良,10,14,牝6,55,"
横山和生
",22.1,8,458,-8
178,12,芝,外1600m,晴,良,11,7,牡4,56,"
嘉藤貴行
",175.9,14,458,+4
179,12,芝,外1600m,晴,良,12,4,牝4,54,"
蛯名正義
",17.3,7,480,+4
180,12,芝,外1600m,晴,良,13,3,牡5,57,"
松岡正海
",44.5,10,440,-2
181,12,芝,外1600m,晴,良,14,5,牝4,54,"
丸田恭介
",75.1,13,470,+4
182,12,芝,外1600m,晴,良,15,13,牡9,54,"
横山武史
",245.8,15,504,+4
183,1,ダート,1200m,晴,良,1,1,牡3,56,"
松岡正海
",4.0,2,482,+8
184,1,ダート,1200m,晴,良,2,6,牡3,56,"
丹内祐次
",5.3,3,482,0
185,1,ダート,1200m,晴,良,3,14,牡3,56,"
田辺裕信
",1.7,1,456,0
186,1,ダート,1200m,晴,良,4,16,牝3,54,"
三浦皇成
",12.0,4,426,-4
187,1,ダート,1200m,晴,良,5,5,牡3,56,"
武士沢友
",367.1,16,474,+12
188,1,ダート,1200m,晴,良,6,9,牡3,56,"
丸山元気
",42.5,6,468,+14
189,1,ダート,1200m,晴,良,7,11,牡3,53,"
菊沢一樹
",46.5,7,446,-8
190,1,ダート,1200m,晴,良,8,7,牝3,54,"
江田照男
",53.0,9,416,-10
191,1,ダート,1200m,晴,良,9,13,牡3,56,"
蛯名正義
",48.9,8,446,+4
192,1,ダート,1200m,晴,良,10,4,牝3,54,"
丸田恭介
",58.1,10,452,+6
193,1,ダート,1200m,晴,良,11,3,牡3,56,"
宮崎北斗
",30.7,5,454,+2
194,1,ダート,1200m,晴,良,12,12,牝3,53,"
木幡巧也
",218.6,14,478,+4
195,1,ダート,1200m,晴,良,13,15,牝3,54,"
柴田大知
",332.1,15,458,+6
196,1,ダート,1200m,晴,良,14,10,牝3,54,"
大野拓弥
",76.0,11,422,-12
197,1,ダート,1200m,晴,良,15,8,牝3,51,"
藤田菜七
",98.2,12,414,-12
198,1,ダート,1200m,晴,良,16,2,牡3,56,"
菅原隆一
",121.7,13,464,-4
199,2,ダート,1800m,晴,良,1,16,牝3,54,"
大野拓弥
",9.9,6,456,-2
200,2,ダート,1800m,晴,良,2,5,牝3,54,"
田辺裕信
",3.2,1,434,+6
201,2,ダート,1800m,晴,良,3,4,牝3,54,"
吉田隼人
",13.5,7,456,-4
202,2,ダート,1800m,晴,良,4,1,牝3,51,"
武藤雅
",7.6,4,468,0
203,2,ダート,1800m,晴,良,5,12,牝3,54,"
戸崎圭太
",4.3,2,440,-4
204,2,ダート,1800m,晴,良,6,3,牝3,51,"
菊沢一樹
",9.5,5,462,-4
205,2,ダート,1800m,晴,良,7,14,牝3,54,"
長岡禎仁
",236.2,14,442,-2
206,2,ダート,1800m,晴,良,8,6,牝3,54,"
勝浦正樹
",22.4,8,492,+12
207,2,ダート,1800m,晴,良,9,7,牝3,53,"
井上敏樹
",85.2,12,432,+10
208,2,ダート,1800m,晴,良,10,15,牝3,51,"
横山武史
",281.9,15,432,+2
209,2,ダート,1800m,晴,良,11,9,牝3,54,"
北村宏司
",26.4,9,426,-4
210,2,ダート,1800m,晴,良,12,11,牝3,54,"
丸田恭介
",80.4,11,418,-6
211,2,ダート,1800m,晴,良,13,10,牝3,51,"
野中悠太
",6.8,3,464,+2
212,2,ダート,1800m,晴,良,14,8,牝3,51,"
藤田菜七
",94.1,13,492,+8
213,3,ダート,1800m,晴,良,1,16,牡3,55,"
井上敏樹
",37.5,9,508,+10
214,3,ダート,1800m,晴,良,2,9,牡3,56,"
田中勝春
",18.9,5,474,+6
215,3,ダート,1800m,晴,良,3,10,セ3,56,"
江田照男
",55.8,10,464,0
216,3,ダート,1800m,晴,良,4,15,牡3,56,"
松田大作
",23.2,7,452,+14
217,3,ダート,1800m,晴,良,5,13,牡3,56,"
内田博幸
",6.8,3,522,+2
218,3,ダート,1800m,晴,良,6,2,牡3,56,"
柴山雄一
",2.0,1,512,0
219,3,ダート,1800m,晴,良,7,1,牡3,56,"
戸崎圭太
",9.4,4,456,-8
220,3,ダート,1800m,晴,良,8,12,牡3,56,"
西田雄一
",114.0,14,462,+2
221,3,ダート,1800m,晴,良,9,11,牡3,56,"
柴田大知
",85.1,11,506,+12
222,3,ダート,1800m,晴,良,10,8,牡3,56,"
丸田恭介
",21.6,6,476,-2
223,3,ダート,1800m,晴,良,11,14,牡3,56,"
大野拓弥
",95.4,13,500,+4
224,3,ダート,1800m,晴,良,12,5,牡3,53,"
武藤雅
",29.8,8,512,+10
225,3,ダート,1800m,晴,良,13,7,牡3,56,"
田辺裕信
",4.1,2,518,-8
226,3,ダート,1800m,晴,良,14,3,牡3,56,"
松岡正海
",245.0,15,424,+4
227,3,ダート,1800m,晴,良,15,6,牡3,56,"
丹内祐次
",89.0,12,500,-2
228,3,ダート,1800m,晴,良,16,4,牡3,53,"
横山武史
",332.2,16,516,+8
229,4,ダート,1200m,晴,良,1,12,牡3,56,"
勝浦正樹
",4.4,3,408,0
230,4,ダート,1200m,晴,良,2,2,牡3,56,"
田辺裕信
",12.0,4,452,0
231,4,ダート,1200m,晴,良,3,15,牡3,56,"
武士沢友
",13.7,5,450,0
232,4,ダート,1200m,晴,良,4,10,牡3,56,"
福永祐一
",4.4,2,490,0
233,4,ダート,1200m,晴,良,5,7,牝3,54,"
北村宏司
",15.5,7,428,0
234,4,ダート,1200m,晴,良,6,9,牡3,56,"
丸山元気
",27.5,9,484,0
235,4,ダート,1200m,晴,良,7,11,牡3,56,"
吉田隼人
",23.4,8,476,0
236,4,ダート,1200m,晴,良,8,3,牝3,54,"
柴山雄一
",118.1,13,458,0
237,4,ダート,1200m,晴,良,9,14,牝3,51,"
藤田菜七
",64.0,12,428,0
238,4,ダート,1200m,晴,良,10,1,牡3,56,"
柴田大知
",62.2,11,462,0
239,4,ダート,1200m,晴,良,11,8,牝3,51,"
武藤雅
",2.8,1,446,0
240,4,ダート,1200m,晴,良,12,16,牝3,54,"
横山典弘
",14.4,6,486,0
241,4,ダート,1200m,晴,良,13,13,牝3,53,"
木幡初也
",47.0,10,438,0
242,4,ダート,1200m,晴,良,14,6,牝3,54,"
横山和生
",216.9,16,430,0
243,4,ダート,1200m,晴,良,15,4,牝3,54,"
嘉藤貴行
",152.5,15,466,0
244,4,ダート,1200m,晴,良,16,5,牝3,51,"
横山武史
",127.4,14,432,0
245,5,芝,外1600m,晴,良,1,6,牝3,54,"
大野拓弥
",8.1,4,458,-8
246,5,芝,外1600m,晴,良,2,5,牡3,56,"
勝浦正樹
",173.4,11,448,+2
247,5,芝,外1600m,晴,良,3,11,牡3,56,"
石橋脩
",3.7,2,490,+6
248,5,芝,外1600m,晴,良,4,4,牡3,56,"
横山典弘
",1.9,1,502,-4
249,5,芝,外1600m,晴,良,5,3,牡3,56,"
三浦皇成
",7.3,3,464,+6
250,5,芝,外1600m,晴,良,6,10,牡3,56,"
内田博幸
",14.5,5,478,+4
251,5,芝,外1600m,晴,良,7,8,牡3,56,"
戸崎圭太
",15.8,6,456,+4
252,5,芝,外1600m,晴,良,8,1,牝3,54,"
大庭和弥
",59.1,8,446,0
253,5,芝,外1600m,晴,良,9,13,牝3,54,"
柴山雄一
",256.2,14,464,+4
254,5,芝,外1600m,晴,良,10,14,牝3,54,"
柴田大知
",44.6,7,436,0
255,5,芝,外1600m,晴,良,11,16,牡3,56,"
江田照男
",180.5,12,460,+6
256,5,芝,外1600m,晴,良,12,9,牡3,56,"
丹内祐次
",76.5,9,480,-2
257,5,芝,外1600m,晴,良,13,7,牡3,56,"
武士沢友
",433.3,15,454,+8
258,5,芝,外1600m,晴,良,14,2,牝3,54,"
吉田隼人
",91.9,10,432,0
259,5,芝,外1600m,晴,良,15,12,牝3,54,"
津村明秀
",497.2,16,456,-4
260,5,芝,外1600m,晴,良,16,15,牡3,56,"
丸山元気
",210.0,13,456,+16
261,6,芝,2000m,晴,良,1,9,牡3,56,"
田辺裕信
",2.7,1,476,0
262,6,芝,2000m,晴,良,2,12,牡3,56,"
福永祐一
",3.1,2,470,0
263,6,芝,2000m,晴,良,3,10,牡3,56,"
柴田大知
",14.0,6,500,0
264,6,芝,2000m,晴,良,4,5,牝3,54,"
丸山元気
",7.9,3,418,0
265,6,芝,2000m,晴,良,5,16,牡3,56,"
吉田隼人
",26.8,7,426,0
266,6,芝,2000m,晴,良,6,1,牡3,56,"
柴田善臣
",11.9,4,464,0
267,6,芝,2000m,晴,良,7,13,牡3,55,"
木幡巧也
",39.1,11,482,0
268,6,芝,2000m,晴,良,8,4,牡3,56,"
丸田恭介
",32.2,8,504,0
269,6,芝,2000m,晴,良,9,8,牝3,54,"
岩部純二
",58.4,13,468,0
270,6,芝,2000m,晴,良,10,11,牝3,53,"
木幡初也
",164.0,15,454,0
271,6,芝,2000m,晴,良,11,6,牝3,54,"
勝浦正樹
",97.5,14,422,0
272,6,芝,2000m,晴,良,12,14,牝3,54,"
石橋脩
",35.0,10,430,0
273,6,芝,2000m,晴,良,13,15,牡3,56,"
大野拓弥
",32.9,9,466,0
274,6,芝,2000m,晴,良,14,2,牝3,51,"
野中悠太
",169.7,16,442,0
275,6,芝,2000m,晴,良,15,7,牡3,56,"
蛯名正義
",51.5,12,490,0
276,6,芝,2000m,晴,良,16,3,牡3,56,"
松岡正海
",13.5,5,474,0
277,7,ダート,1200m,晴,良,1,4,セ5,57,"
吉田隼人
",7.0,3,450,+4
278,7,ダート,1200m,晴,良,2,7,牡4,56,"
松田大作
",25.4,8,444,+12
279,7,ダート,1200m,晴,良,3,8,牡7,57,"
三浦皇成
",37.3,10,510,+4
280,7,ダート,1200m,晴,良,4,13,牝5,52,"
武藤雅
",2.9,1,460,0
281,7,ダート,1200m,晴,良,5,12,牡5,57,"
柴田大知
",61.2,12,482,+2
282,7,ダート,1200m,晴,良,6,14,牝4,54,"
大野拓弥
",9.1,4,488,+4
283,7,ダート,1200m,晴,良,7,15,牡5,57,"
柴山雄一
",14.2,5,578,+6
284,7,ダート,1200m,晴,良,8,11,牡6,57,"
江田照男
",70.3,13,484,+14
285,7,ダート,1200m,晴,良,9,3,牡6,57,"
福永祐一
",3.5,2,486,-2
286,7,ダート,1200m,晴,良,10,1,牡5,57,"
内田博幸
",25.7,9,498,+8
287,7,ダート,1200m,晴,良,11,2,牡4,56,"
的場勇人
",14.4,6,480,-2
288,7,ダート,1200m,晴,良,12,9,牡5,57,"
丸田恭介
",258.1,16,484,+4
289,7,ダート,1200m,晴,良,13,10,牡5,54,"
野中悠太
",212.4,15,446,-1
290,7,ダート,1200m,晴,良,14,5,牡4,56,"
丹内祐次
",44.1,11,520,+6
291,7,ダート,1200m,晴,良,15,16,牡4,56,"
石橋脩
",16.4,7,528,+4
292,7,ダート,1200m,晴,良,16,6,牝5,55,"
蛯名正義
",171.6,14,408,0
293,8,ダート,1800m,晴,良,1,3,牡4,56,"
大野拓弥
",3.5,1,474,+6
294,8,ダート,1800m,晴,良,2,11,牡4,56,"
吉田隼人
",9.4,5,468,+2
295,8,ダート,1800m,晴,良,3,9,牡4,56,"
戸崎圭太
",5.5,3,500,0
296,8,ダート,1800m,晴,良,4,7,牡5,57,"
内田博幸
",5.9,4,552,+4
297,8,ダート,1800m,晴,良,5,6,牡4,56,"
黛弘人
",91.3,12,490,+8
298,8,ダート,1800m,晴,良,6,12,牡5,57,"
三浦皇成
",84.7,11,484,+12
299,8,ダート,1800m,晴,良,7,15,牡6,57,"
田辺裕信
",11.4,7,532,-6
300,8,ダート,1800m,晴,良,8,8,牡5,57,"
丸田恭介
",26.3,8,498,0
301,8,ダート,1800m,晴,良,9,16,牡5,57,"
柴山雄一
",5.3,2,518,+6
302,8,ダート,1800m,晴,良,10,4,牡4,56,"
石橋脩
",10.5,6,534,+14
303,8,ダート,1800m,晴,良,11,10,牡4,56,"
嶋田純次
",132.6,14,434,-2
304,8,ダート,1800m,晴,良,12,2,牡4,53,"
横山武史
",51.3,10,452,-6
305,8,ダート,1800m,晴,良,13,5,セ5,54,"
藤田菜七
",99.1,13,452,-6
306,8,ダート,1800m,晴,良,14,1,牡4,53,"
武藤雅
",28.5,9,486,+6
307,8,ダート,1800m,晴,良,15,13,牡4,56,"
宮崎北斗
",159.5,15,476,+7
308,8,ダート,1800m,晴,良,16,14,牡5,57,"
柴田善臣
",212.6,16,490,+8
309,9,芝,外1200m,晴,良,1,14,牝6,55,"
勝浦正樹
",100.2,14,474,-4
310,9,芝,外1200m,晴,良,2,13,セ7,57,"
柴田大知
",7.4,3,476,0
311,9,芝,外1200m,晴,良,3,3,牡5,57,"
三浦皇成
",2.4,1,492,-2
312,9,芝,外1200m,晴,良,4,8,牝5,55,"
石橋脩
",4.7,2,492,+10
313,9,芝,外1200m,晴,良,5,6,牝5,55,"
横山典弘
",30.8,10,470,-4
314,9,芝,外1200m,晴,良,6,9,牡7,57,"
柴山雄一
",12.3,6,482,-2
315,9,芝,外1200m,晴,良,7,5,牡7,57,"
大野拓弥
",40.7,11,482,+6
316,9,芝,外1200m,晴,良,8,4,牝7,55,"
江田照男
",25.2,8,490,+4
317,9,芝,外1200m,晴,良,9,7,牡7,57,"
村田一誠
",119.4,15,464,0
318,9,芝,外1200m,晴,良,10,2,牡7,57,"
太宰啓介
",20.7,7,502,+2
319,9,芝,外1200m,晴,良,11,15,牝4,54,"
吉田隼人
",10.4,4,490,+14
320,9,芝,外1200m,晴,良,12,11,牝4,54,"
田辺裕信
",27.3,9,442,-6
321,9,芝,外1200m,晴,良,13,1,牝6,55,"
二本柳壮
",11.9,5,486,+12
322,9,芝,外1200m,晴,良,14,10,牝7,55,"
横山和生
",75.4,13,490,+2
323,9,芝,外1200m,晴,良,15,12,牝7,55,"
藤田菜七
",56.1,12,492,+18
324,9,芝,外1200m,晴,良,16,16,牝7,55,"
田中勝春
",269.9,16,468,+14
325,10,ダート,1800m,晴,良,1,2,牡6,57,"
田中勝春
",9.8,5,494,0
326,10,ダート,1800m,晴,良,2,13,牡6,56,"
森一馬
",15.8,7,522,+4
327,10,ダート,1800m,晴,良,3,16,牡6,57,"
大野拓弥
",2.5,1,532,+2
328,10,ダート,1800m,晴,良,4,9,牡7,56,"
松岡正海
",47.9,11,524,-6
329,10,ダート,1800m,晴,良,5,5,セ7,58,"
黛弘人
",25.3,9,508,+4
330,10,ダート,1800m,晴,良,6,8,セ6,56,"
横山典弘
",12.3,6,478,-6
331,10,ダート,1800m,晴,良,7,1,牡8,56,"
勝浦正樹
",152.1,16,506,+16
332,10,ダート,1800m,晴,良,8,11,牡9,58,"
蛯名正義
",19.6,8,518,+6
333,10,ダート,1800m,晴,良,9,6,牡6,56,"
津村明秀
",9.4,4,524,+2
334,10,ダート,1800m,晴,良,10,10,牡4,56,"
三浦皇成
",61.5,12,510,-2
335,10,ダート,1800m,晴,良,11,15,牡5,56,"
北村宏司
",6.1,2,472,+4
336,10,ダート,1800m,晴,良,12,7,牡7,58,"
内田博幸
",122.1,15,496,0
337,10,ダート,1800m,晴,良,13,3,牡6,56,"
江田照男
",74.0,13,504,+10
338,10,ダート,1800m,晴,良,14,4,牡6,58,"
田辺裕信
",31.9,10,510,+14
339,10,ダート,1800m,晴,良,15,12,牡7,56,"
柴山雄一
",88.7,14,498,+8
340,10,ダート,1800m,晴,良,16,14,牡6,56,"
福永祐一
",6.7,3,488,+6
341,11,芝,外1600m,晴,良,1,14,牝3,54,"
戸崎圭太
",4.6,2,482,+8
342,11,芝,外1600m,晴,良,2,10,牝3,54,"
太宰啓介
",11.5,6,436,-8
343,11,芝,外1600m,晴,良,3,13,牝3,54,"
蛯名正義
",13.5,7,450,-6
344,11,芝,外1600m,晴,良,4,3,牝3,54,"
吉田隼人
",114.7,14,454,+2
345,11,芝,外1600m,晴,良,5,7,牝3,54,"
福永祐一
",6.5,3,464,-2
346,11,芝,外1600m,晴,良,6,16,牝3,54,"
石橋脩
",3.6,1,468,0
347,11,芝,外1600m,晴,良,7,5,牝3,54,"
北村宏司
",7.8,4,430,-6
348,11,芝,外1600m,晴,良,8,8,牝3,54,"
勝浦正樹
",18.8,8,494,-4
349,11,芝,外1600m,晴,良,9,6,牝3,54,"
藤田菜七
",25.5,10,420,-2
350,11,芝,外1600m,晴,良,10,9,牝3,54,"
三浦皇成
",49.6,12,452,-2
351,11,芝,外1600m,晴,良,11,2,牝3,54,"
田辺裕信
",24.2,9,456,+8
352,11,芝,外1600m,晴,良,12,1,牝3,54,"
松岡正海
",8.4,5,468,+2
353,11,芝,外1600m,晴,良,13,12,牝3,54,"
内田博幸
",45.2,11,412,-16
354,11,芝,外1600m,晴,良,14,11,牝3,54,"
大野拓弥
",115.6,15,476,+8
355,11,芝,外1600m,晴,良,15,4,牝3,54,"
津村明秀
",106.2,13,422,-8
356,11,芝,外1600m,晴,良,16,15,牝3,54,"
柴田大知
",255.6,16,496,-6
357,12,芝,2000m,晴,良,1,11,牡4,56,"
蛯名正義
",2.5,1,484,+8
358,12,芝,2000m,晴,良,2,8,牡6,57,"
福永祐一
",23.8,8,492,-2
359,12,芝,2000m,晴,良,3,13,牡4,56,"
吉田隼人
",6.1,3,506,+14
360,12,芝,2000m,晴,良,4,2,牡7,57,"
津村明秀
",102.2,13,484,+2
361,12,芝,2000m,晴,良,5,16,牡6,57,"
大野拓弥
",40.9,11,502,0
362,12,芝,2000m,晴,良,6,7,牝4,54,"
戸崎圭太
",4.3,2,508,+4
363,12,芝,2000m,晴,良,7,15,牡6,57,"
北村宏司
",21.6,6,512,+2
364,12,芝,2000m,晴,良,8,9,牝4,54,"
丹内祐次
",12.4,5,420,+2
365,12,芝,2000m,晴,良,9,10,牝4,54,"
田辺裕信
",8.5,4,452,-4
366,12,芝,2000m,晴,良,10,1,牝6,52,"
野中悠太
",51.8,12,438,0
367,12,芝,2000m,晴,良,11,6,牡4,56,"
三浦皇成
",39.1,10,446,+2
368,12,芝,2000m,晴,良,12,14,牝6,55,"
石橋脩
",30.9,9,462,+2
369,12,芝,2000m,晴,良,13,4,牡5,54,"
武藤雅
",22.9,7,446,+10
370,12,芝,2000m,晴,良,14,3,牡6,57,"
柴田大知
",120.8,15,510,0
371,12,芝,2000m,晴,良,15,5,牡5,57,"
田中勝春
",136.4,16,488,0
372,12,芝,2000m,晴,良,16,12,牡8,54,"
藤田菜七
",117.7,14,488,+6
373,1,ダート,1200m,曇,良,1,1,牝3,54,"
石橋脩
",6.1,4,470,+2
374,1,ダート,1200m,曇,良,2,15,牝3,54,"
柴田大知
",44.3,11,468,+6
375,1,ダート,1200m,曇,良,3,6,牝3,54,"
津村明秀
",57.0,12,436,+2
376,1,ダート,1200m,曇,良,4,14,牝3,54,"
内田博幸
",5.8,3,458,+8
377,1,ダート,1200m,曇,良,5,4,牝3,53,"
木幡巧也
",4.7,2,486,+6
378,1,ダート,1200m,曇,良,6,8,牝3,54,"
三浦皇成
",11.0,5,448,+18
379,1,ダート,1200m,曇,良,7,16,牝3,54,"
北村宏司
",3.2,1,510,+2
380,1,ダート,1200m,曇,良,8,10,牝3,54,"
黛弘人
",122.3,15,438,-2
381,1,ダート,1200m,曇,良,9,12,牝3,54,"
横山和生
",271.2,16,450,-6
382,1,ダート,1200m,曇,良,10,11,牝3,51,"
横山武史
",40.2,9,404,+2
383,1,ダート,1200m,曇,良,11,9,牝3,51,"
菊沢一樹
",14.9,7,444,-2
384,1,ダート,1200m,曇,良,12,7,牝3,54,"
江田照男
",20.3,8,500,0
385,1,ダート,1200m,曇,良,13,5,牝3,54,"
嘉藤貴行
",14.5,6,434,0
386,1,ダート,1200m,曇,良,14,13,牝3,51,"
武藤雅
",44.1,10,494,+6
387,1,ダート,1200m,曇,良,15,2,牝3,54,"
蛯名正義
",74.3,13,466,+2
388,1,ダート,1200m,曇,良,16,3,牝3,54,"
丸山元気
",86.9,14,442,+2
389,2,ダート,1800m,曇,良,1,3,牡3,56,"
丸山元気
",84.7,12,470,+16
390,2,ダート,1800m,曇,良,2,4,牡3,56,"
勝浦正樹
",4.7,2,486,+2
391,2,ダート,1800m,曇,良,3,10,牡3,56,"
柴田大知
",5.1,3,504,+2
392,2,ダート,1800m,曇,良,4,14,牡3,56,"
田辺裕信
",6.1,4,448,-2
393,2,ダート,1800m,曇,良,5,16,牝3,54,"
西田雄一
",41.1,9,468,-6
394,2,ダート,1800m,曇,良,6,6,牡3,56,"
三浦皇成
",2.7,1,480,+8
395,2,ダート,1800m,曇,良,7,7,牡3,56,"
北村宏司
",23.0,7,468,+4
396,2,ダート,1800m,曇,良,8,2,牡3,56,"
津村明秀
",29.3,8,460,+8
397,2,ダート,1800m,曇,良,9,15,牝3,54,"
宮崎北斗
",11.2,5,494,-8
398,2,ダート,1800m,曇,良,10,5,牡3,56,"
江田照男
",207.3,14,466,-4
399,2,ダート,1800m,曇,良,11,8,牝3,54,"
田中勝春
",54.7,10,444,+4
400,2,ダート,1800m,曇,良,12,11,牝3,51,"
横山武史
",272.2,16,436,-2
401,2,ダート,1800m,曇,良,13,9,牡3,56,"
大野拓弥
",17.9,6,494,+4
402,2,ダート,1800m,曇,良,14,12,牡3,53,"
武藤雅
",61.2,11,462,0
403,2,ダート,1800m,曇,良,15,1,セ3,56,"
柴山雄一
",249.7,15,494,-4
404,2,ダート,1800m,曇,良,16,13,牡3,56,"
木幡初広
",119.2,13,494,0
405,3,ダート,1200m,曇,良,1,8,牡3,56,"
田辺裕信
",83.7,16,466,+4
406,3,ダート,1200m,曇,良,2,11,牡3,55,"
井上敏樹
",5.5,2,460,+2
407,3,ダート,1200m,曇,良,3,15,牡3,55,"
木幡巧也
",5.6,3,468,+4
408,3,ダート,1200m,曇,良,4,3,牡3,55,"
木幡初也
",73.7,14,448,+16
409,3,ダート,1200m,曇,良,5,9,牡3,56,"
内田博幸
",28.5,8,452,+8
410,3,ダート,1200m,曇,良,6,1,牡3,56,"
大野拓弥
",7.3,4,502,+14
411,3,ダート,1200m,曇,良,7,7,牡3,53,"
藤田菜七
",2.7,1,502,0
412,3,ダート,1200m,曇,良,8,5,牝3,54,"
松岡正海
",19.1,6,444,+2
413,3,ダート,1200m,曇,良,9,12,牝3,54,"
吉田隼人
",8.4,5,468,+10
414,3,ダート,1200m,曇,良,10,14,牝3,51,"
菊沢一樹
",74.1,15,438,-8
415,3,ダート,1200m,曇,良,11,6,牝3,54,"
江田照男
",49.0,12,486,+28
416,3,ダート,1200m,曇,良,12,13,牝3,54,"
横山和生
",43.9,11,472,+14
417,3,ダート,1200m,曇,良,13,16,牡3,56,"
柴田大知
",65.6,13,444,+6
418,3,ダート,1200m,曇,良,14,10,牝3,54,"
的場勇人
",27.8,7,454,+4
419,3,ダート,1200m,曇,良,15,4,牝3,54,"
三浦皇成
",32.4,9,422,-2
420,3,ダート,1200m,曇,良,16,2,牡3,56,"
丸山元気
",43.6,10,480,+24
421,4,ダート,1800m,曇,良,1,4,牝3,54,"
津村明秀
",7.8,5,466,0
422,4,ダート,1800m,曇,良,2,6,牡3,56,"
大野拓弥
",7.5,4,438,0
423,4,ダート,1800m,曇,良,3,5,牡3,56,"
北村宏司
",23.1,8,478,0
424,4,ダート,1800m,曇,良,4,7,牡3,56,"
内田博幸
",2.8,1,484,0
425,4,ダート,1800m,曇,良,5,9,牡3,56,"
田辺裕信
",12.9,7,520,0
426,4,ダート,1800m,曇,良,6,2,牡3,56,"
田中勝春
",5.4,3,502,0
427,4,ダート,1800m,曇,良,7,3,牡3,56,"
三浦皇成
",4.7,2,500,0
428,4,ダート,1800m,曇,良,8,10,牝3,51,"
武藤雅
",37.6,9,508,0
429,4,ダート,1800m,曇,良,9,1,牡3,56,"
宮崎北斗
",10.1,6,484,0
430,5,芝,2000m,曇,良,1,3,牡3,56,"
北村宏司
",2.5,1,468,+12
431,5,芝,2000m,曇,良,2,6,牝3,54,"
津村明秀
",2.6,2,478,+10
432,5,芝,2000m,曇,良,3,11,牡3,56,"
田辺裕信
",7.6,3,482,0
433,5,芝,2000m,曇,良,4,2,牡3,53,"
武藤雅
",12.4,4,448,+6
434,5,芝,2000m,曇,良,5,4,牝3,54,"
松岡正海
",33.3,8,446,0
435,5,芝,2000m,曇,良,6,9,牝3,54,"
宮崎北斗
",22.5,7,468,-4
436,5,芝,2000m,曇,良,7,1,牝3,54,"
大野拓弥
",36.3,9,464,+8
437,5,芝,2000m,曇,良,8,12,牝3,54,"
江田照男
",14.1,5,472,-6
438,5,芝,2000m,曇,良,9,7,牡3,56,"
石橋脩
",14.7,6,428,+4
439,5,芝,2000m,曇,良,10,10,牝3,54,"
大庭和弥
",226.8,12,464,0
440,5,芝,2000m,曇,良,11,5,牡3,56,"
西田雄一
",211.2,11,494,+14
441,5,芝,2000m,曇,良,12,8,牡3,56,"
吉田隼人
",37.2,10,474,-10
442,6,ダート,1800m,曇,良,1,11,牝4,54,"
北村宏司
",2.4,1,528,+6
443,6,ダート,1800m,曇,良,2,10,牝5,55,"
大野拓弥
",2.5,2,490,+2
444,6,ダート,1800m,曇,良,3,2,牝4,54,"
田辺裕信
",21.3,6,532,+4
445,6,ダート,1800m,曇,良,4,15,牝4,54,"
津村明秀
",8.3,3,480,+12
446,6,ダート,1800m,曇,良,5,1,牝5,52,"
武藤雅
",67.7,12,464,+2
447,6,ダート,1800m,曇,良,5,8,牝5,54,"
木幡初也
",18.3,5,466,+2
448,6,ダート,1800m,曇,良,7,3,牝4,53,"
木幡巧也
",31.3,7,448,+2
