,距離,馬場,着順,馬番,斤量,単勝,人気,増減,前着順,前距離,前馬番,前人気,複勝
17934,2000,0,11,11,57,7.3,3,2,4,2000,6,4,0
17935,2000,0,12,8,57,13.5,7,10,4,2000,1,2,0
17936,2000,0,13,10,57,94.8,12,-6,2,2200,10,1,0
17937,2000,0,14,12,57,12.2,6,-12,3,1800,7,2,0
17938,1400,0,1,11,54,3.4,1,6,2,1400,1,4,150
17939,1400,0,2,10,56,6.9,3,-2,3,1600,7,2,230
17940,1400,0,3,4,56,11.4,4,0,5,1400,4,4,350
17941,1400,0,4,2,56,3.6,2,-8,9,1600,13,2,0
17942,1400,0,5,18,54,11.7,5,-6,5,1400,6,10,0
17943,1400,0,6,13,56,35.7,10,0,5,1400,13,10,0
17944,1400,0,7,12,54,12.1,6,6,4,1400,11,7,0
17945,1400,0,8,16,54,13.2,7,0,2,1400,11,9,0
17946,1400,0,9,15,54,16.2,8,0,2,1400,8,7,0
17947,1400,0,10,9,55,171.6,16,-2,16,1800,16,12,0
17948,1400,0,11,7,56,28.2,9,2,4,1400,2,5,0
17949,1400,0,12,14,56,38.4,11,-2,4,1400,18,7,0
17950,1400,0,13,3,51,289.4,17,-16,12,1200,15,13,0
17951,1400,0,14,6,54,45.9,12,-4,11,1400,2,10,0
17952,1400,0,15,5,54,157.5,15,0,5,1400,5,15,0
17953,1400,0,16,8,54,115,13,0,5,1400,8,13,0
17954,1400,0,17,17,56,125.6,14,4,11,1600,12,6,0
17955,1400,0,18,1,54,360.5,18,0,5,1400,1,18,0
17956,1600,0,1,12,56,4.9,3,-10,7,1600,4,7,210
17957,1600,0,2,7,56,4.4,2,0,4,1600,8,5,150
17958,1600,0,3,4,54,10.7,5,2,9,1600,5,4,250
17959,1600,0,4,1,53,9.5,4,-2,1,1400,16,1,0
17960,1600,0,5,11,56,16.6,8,14,6,1600,7,6,0
17961,1600,0,6,6,56,15.3,7,-4,4,1400,5,1,0
17962,1600,0,7,2,56,20.6,9,0,8,1600,5,13,0
17963,1600,0,8,9,56,2.7,1,2,9,1800,4,9,0
17964,1600,0,9,3,54,107.1,10,-2,9,1800,3,11,0
17965,1600,0,10,10,56,13.9,6,0,4,2400,1,2,0
17966,1600,0,11,8,56,235.1,11,-10,7,1200,12,9,0
17967,1600,0,1,3,57,2.1,1,10,1,1800,17,1,110
17968,1600,0,1,5,57,9,5,-2,3,1600,8,3,110
17969,1600,0,3,1,57,4,2,-6,2,1800,10,3,130
17970,1600,0,4,6,57,5.9,3,-2,5,1800,2,4,0
17971,1600,0,5,7,57,52.2,8,-2,8,1200,14,12,0
17972,1600,0,6,2,57,168.2,9,-16,14,1200,16,16,0
17973,1600,0,7,8,57,25.8,7,-4,10,1600,2,5,0
17974,1600,0,8,10,57,7.8,4,-4,8,1600,3,4,0
17975,1600,0,9,9,55,16.2,6,-14,8,1600,1,2,0
17976,1600,0,10,4,57,288.3,10,-4,12,2000,3,11,0
17977,2400,0,1,7,57,22.5,6,0,1,2200,6,6,350
17978,2400,0,3,4,57,11.4,4,0,1,2400,9,2,220
17979,2400,0,4,9,57,6.3,3,2,3,2400,10,2,0
17980,2400,0,5,5,57,3.9,2,2,3,2000,7,2,0
17981,2400,0,6,2,57,23.1,7,2,1,2000,10,3,0
17982,2400,0,7,6,57,117.9,9,10,11,2000,7,10,0
17983,2400,0,8,3,57,101.1,8,8,1,1400,2,5,0
17984,2400,0,9,1,57,13.2,5,-4,5,2400,5,5,0
17985,1600,0,1,8,54,11.7,4,0,14,1800,13,2,730
17986,1600,0,2,14,54,57.6,12,-4,3,1400,13,13,1920
17987,1600,0,3,12,54,34.7,9,6,3,1600,7,11,1230
17988,1600,0,4,11,55,31,8,2,6,1400,14,3,0
17989,1600,0,5,5,54,20.5,6,8,6,1800,5,8,0
17990,1600,0,6,6,55,7.5,2,2,6,2200,8,5,0
17991,1600,0,7,10,54,9.4,3,0,2,1600,6,6,0
17992,1600,0,8,4,54,1.5,1,-2,2,1800,3,6,0
17993,1600,0,9,3,55,48.7,11,-2,11,2000,3,11,0
17994,1600,0,10,1,54,16.2,5,2,7,1600,2,2,0
17995,1600,0,11,7,54,35.5,10,-6,9,1400,4,4,0
17996,1600,0,12,13,54,355.4,14,0,13,1600,5,12,0
17997,1600,0,13,9,54,88.5,13,-10,1,1600,7,10,0
17998,1600,0,14,2,54,26.3,7,2,6,1400,11,3,0
17999,1800,0,1,12,56,3.1,2,-10,4,1800,2,2,160
18000,1800,0,2,7,54,4.2,3,6,4,1600,6,1,160
18001,1800,0,3,3,54,16.8,5,0,7,1600,8,6,340
18002,1800,0,4,10,54,17.3,6,-6,6,1600,13,6,0
18003,1800,0,5,2,56,59.2,10,0,13,2000,7,9,0
18004,1800,0,6,14,56,12.6,4,0,7,1800,8,2,0
18005,1800,0,7,11,56,19.8,7,2,7,1800,13,6,0
18006,1800,0,8,5,54,24.6,8,0,5,1800,5,8,0
18007,1800,0,9,8,54,3.1,1,-6,2,1600,6,5,0
18008,1800,0,10,6,56,26.6,9,-4,12,1800,7,2,0
18009,1800,0,11,4,54,260.6,14,0,5,1800,4,14,0
18010,1800,0,12,15,55,202.2,13,-8,13,1200,14,8,0
18011,1800,0,13,13,56,688.8,18,-2,15,1400,5,16,0
18012,1800,0,14,9,56,65.9,11,4,5,1400,1,4,0
18013,1800,0,15,16,54,577.2,17,-4,14,1600,14,16,0
18014,1800,0,16,1,54,168.1,12,0,11,1800,13,13,0
18015,1800,0,17,18,56,291.9,15,0,5,1800,18,15,0
18016,1800,0,18,17,56,308.4,16,0,5,1800,17,16,0
18017,1600,0,1,5,57,5.1,3,0,2,1600,6,4,150
18018,1600,0,2,10,57,4.9,1,-4,6,1600,7,2,160
18019,1600,0,3,13,57,4.9,2,-6,5,1600,3,6,170
18020,1600,0,4,7,57,14.2,7,1,1,1400,10,1,0
18021,1600,0,5,9,57,92.4,13,-6,12,1600,8,14,0
18022,1600,0,6,14,57,7.1,5,0,3,1600,4,2,0
18023,1600,0,7,12,57,12.1,6,2,3,1600,9,4,0
18024,1600,0,8,1,55,6.1,4,0,3,1400,2,3,0
18025,1600,0,9,15,57,22.5,9,-4,7,1600,9,4,0
18026,1600,0,10,4,56,71,12,2,13,1600,16,6,0
18027,1600,0,11,11,57,25.4,10,-8,12,1700,4,8,0
18028,1600,0,12,6,55,17,8,0,4,1400,6,8,0
18029,1600,0,13,3,55,197,14,-2,9,1400,5,10,0
18030,1600,0,14,8,55,281.2,15,-2,8,2000,6,8,0
18031,1600,0,15,2,55,49.8,11,-8,14,1400,6,13,0
18032,2000,0,1,7,54,1.5,1,4,1,1600,7,1,110
18033,2000,0,2,1,54,19.2,6,2,10,1800,11,12,320
18034,2000,0,3,9,54,18.3,5,-4,6,1800,8,5,250
18035,2000,0,4,6,54,3.9,2,-4,3,1800,10,5,0
18036,2000,0,5,5,54,12.5,3,-4,1,1800,9,1,0
18037,2000,0,6,3,54,12.8,4,-2,1,1600,11,3,0
18038,2000,0,7,8,54,27,7,-6,9,1600,3,7,0
18039,2000,0,8,4,54,143.8,9,0,12,1400,3,16,0
18040,2000,0,9,2,54,33.5,8,-4,1,1800,12,3,0
18041,1400,0,1,3,55,2.1,1,-2,1,1400,5,1,140
18042,1400,0,2,1,54,15.5,6,0,6,1400,2,5,350
18043,1400,0,3,9,55,13.8,5,-8,4,1400,12,7,290
18044,1400,0,4,12,55,26.9,9,-10,7,1200,7,2,0
18045,1400,0,5,8,52,31.8,10,-2,6,1400,4,4,0
18046,1400,0,6,10,54,5,2,-2,2,1200,12,1,0
18047,1400,0,7,6,52,80.7,12,2,10,1400,1,12,0
18048,1400,0,8,4,55,6.7,3,6,3,1400,1,2,0
18049,1400,0,9,2,54,79.2,11,2,1,1400,5,4,0
18050,1400,0,10,11,55,19.4,7,0,1,1400,4,4,0
18051,1400,0,11,7,57,20.5,8,-8,10,1400,3,3,0
18052,1400,0,12,5,56,8.6,4,4,2,1400,7,4,0
18053,1600,0,1,8,55,3.4,2,-6,3,1600,2,1,170
18054,1600,0,2,16,55,20,7,6,2,1600,13,4,400
18055,1600,0,3,4,55,5.7,3,-4,1,1600,9,1,200
18056,1600,0,4,15,55,2.8,1,2,1,1600,1,1,0
18057,1600,0,5,14,55,10.7,4,-6,2,1600,6,2,0
18058,1600,0,6,18,55,115,14,0,1,1400,6,3,0
18059,1600,0,7,2,55,26.1,8,-2,2,1800,7,1,0
18060,1600,0,8,13,55,154.5,16,-4,3,1400,15,6,0
18061,1600,0,9,1,55,19.2,6,-10,5,1600,6,2,0
18062,1600,0,10,7,55,54.6,11,-4,7,1400,5,1,0
18063,1600,0,11,12,55,71.3,12,2,1,1400,1,12,0
18064,1600,0,12,11,55,258.1,18,-2,5,1400,9,5,0
18065,1600,0,13,9,55,12.4,5,-10,1,1600,1,1,0
18066,1600,0,14,17,55,117.6,15,-16,2,1600,13,3,0
18067,1600,0,15,10,55,95.2,13,-2,1,1600,1,3,0
18068,1600,0,16,6,55,249.2,17,0,10,1400,11,4,0
18069,1600,0,17,3,55,52.6,10,6,3,1600,7,7,0
18070,1600,0,18,5,55,40.1,9,-4,1,1600,12,2,0
18071,2000,0,1,4,54,30.3,8,2,9,2000,10,7,480
18072,2000,0,2,10,54,4.1,3,-2,4,1800,15,2,160
18073,2000,0,3,11,54,12.8,5,-6,5,1800,5,7,310
18074,2000,0,4,1,54,3.4,2,2,2,2000,8,3,0
18075,2000,0,5,14,54,16.1,6,0,5,2000,14,6,0
18076,2000,0,6,12,54,3.4,1,0,5,1800,12,1,0
18077,2000,0,7,3,54,177.4,11,-2,13,2000,8,11,0
18078,2000,0,8,2,54,25.7,7,0,5,2000,2,7,0
18079,2000,0,9,9,53,276.9,13,0,11,1800,12,15,0
18080,2000,0,10,15,54,5.8,4,0,5,1800,11,3,0
18081,2000,0,11,6,54,84.5,10,0,5,2000,6,10,0
18082,2000,0,12,7,54,54,9,-2,7,1800,14,11,0
18083,2000,0,13,8,51,518.6,15,2,9,2000,7,14,0
18084,2000,0,14,5,54,781.9,16,4,12,1400,9,14,0
18085,2000,0,15,16,54,245.2,12,-4,8,1400,1,6,0
18086,2000,0,16,13,51,467.7,14,4,12,1200,3,15,0
18087,2200,0,1,18,56,2.6,1,0,2,2200,4,4,120
18088,2200,0,2,5,56,21.8,7,-2,4,2200,3,13,370
18089,2200,0,3,16,56,71.5,10,-6,11,2000,6,12,960
18090,2200,0,4,15,54,15.3,6,10,6,2000,3,5,0
18091,2200,0,5,6,53,60.4,9,-4,7,2000,3,6,0
18092,2200,0,6,14,56,9.6,4,-2,3,2400,7,4,0
18093,2200,0,7,17,56,157.7,12,0,10,1800,17,8,0
18094,2200,0,8,3,54,218.4,13,-6,13,1800,6,11,0
18095,2200,0,9,10,56,3.1,2,0,5,2200,10,2,0
18096,2200,0,10,1,53,266.8,15,-10,15,1800,8,12,0
18097,2200,0,11,11,51,376.1,16,-6,11,1800,16,11,0
18098,2200,0,12,13,51,687.8,18,2,16,1600,7,16,0
18099,2200,0,13,7,56,49.5,8,4,7,2400,10,9,0
18100,2200,0,14,8,54,5.3,3,-2,13,2000,4,3,0
18101,2200,0,15,4,56,224.5,14,0,9,2400,2,7,0
18102,2200,0,16,2,56,13,5,-4,6,1800,13,8,0
18103,2200,0,17,9,54,545.5,17,-6,14,1800,4,12,0
18104,2200,0,18,12,54,92.1,11,-4,11,1800,4,7,0
18105,1200,0,1,9,56,3.3,1,-10,5,1400,1,1,160
18106,1200,0,2,12,55,48.5,11,4,16,1200,5,9,1130
18107,1200,0,3,15,54,9.6,4,14,5,1400,5,3,270
18108,1200,0,4,4,54,3.7,2,6,1,1200,10,1,0
18109,1200,0,5,5,54,10.9,5,4,3,1200,9,6,0
18110,1200,0,6,13,54,25.4,6,0,7,1400,7,8,0
18111,1200,0,7,6,56,46.5,10,0,5,1200,2,8,0
18112,1200,0,8,1,56,307.3,16,-11,2,1230,4,2,0
18113,1200,0,9,14,56,26.3,7,4,10,1400,10,10,0
18114,1200,0,10,3,56,48.9,12,-6,9,1400,6,11,0
18115,1200,0,11,7,56,31.2,8,-2,9,1400,2,7,0
18116,1200,0,12,2,56,3.9,3,2,8,1400,11,5,0
18117,1200,0,13,16,56,42.2,9,0,13,1600,13,10,0
18118,1200,0,14,11,51,77,14,-6,16,1200,14,13,0
18119,1200,0,15,10,54,74,13,-2,7,1200,1,7,0
18120,1200,0,16,8,56,126.7,15,6,12,1400,3,11,0
18121,1800,0,1,14,57,4.4,3,-12,1,1800,4,1,240
18122,1800,0,2,5,57,63.1,11,2,8,2000,8,5,1220
18123,1800,0,3,12,57,24,7,0,10,1800,3,2,530
18124,1800,0,4,8,55,3.9,2,0,6,1800,10,2,0
18125,1800,0,5,3,57,26.9,8,-4,3,1800,4,8,0
18126,1800,0,6,13,57,43.8,10,0,8,1600,1,9,0
18127,1800,0,7,1,57,12.9,4,0,4,1800,5,2,0
18128,1800,0,9,6,57,2.4,1,-10,6,1800,3,1,0
18129,1800,0,10,7,57,71.3,12,-12,10,2000,10,5,0
18130,1800,0,11,9,57,19.2,6,4,8,1600,8,3,0
18131,1800,0,12,10,57,14.2,5,2,7,2200,11,6,0
18132,1800,0,13,4,57,41.8,9,-4,8,2200,4,4,0
18133,1800,0,14,11,57,352.1,14,2,9,2000,5,11,0
18134,1600,0,1,9,54,35.9,12,-4,4,1400,10,9,940
18135,1600,0,2,10,56,21.7,7,-6,11,2000,6,5,760
18136,1600,0,3,11,56,30.6,11,-6,1,1400,5,1,720
18137,1600,0,4,6,56,18.2,6,-8,10,1800,4,6,0
18138,1600,0,5,15,56,18,5,-4,11,1800,3,8,0
18139,1600,0,6,17,56,7.9,4,2,1,1600,1,1,0
18140,1600,0,7,2,56,50.8,13,4,1,1600,7,5,0
18141,1600,0,8,3,56,4.4,2,6,1,1600,2,4,0
18142,1600,0,9,12,56,4.6,3,-2,3,1800,13,1,0
18143,1600,0,10,1,56,29,9,-6,3,1600,9,2,0
18144,1600,0,11,16,56,106.2,14,-2,4,1400,3,6,0
18145,1600,0,12,5,56,22.5,8,-6,1,1400,6,2,0
18146,1600,0,13,18,56,30.5,10,0,4,1800,4,1,0
18147,1600,0,14,4,54,320.7,16,2,8,1400,4,15,0
18148,1600,0,15,8,54,436.2,18,0,10,1600,9,13,0
18149,1600,0,16,14,56,3.1,1,-14,1,1600,14,1,0
18150,1600,0,17,7,56,149.3,15,0,1,1200,8,4,0
18151,1600,0,18,13,54,366.2,17,-4,16,1400,18,14,0
18152,1600,0,1,11,54,2.8,1,2,3,1600,16,1,130
18153,1600,0,2,17,56,9.2,4,-6,8,1800,7,3,250
18154,1600,0,3,18,56,89.2,11,-2,12,1800,12,12,1450
18155,1600,0,4,15,53,12.7,5,-2,7,1600,4,4,0
18156,1600,0,5,16,54,3.2,2,-2,2,1600,11,2,0
18157,1600,0,6,13,54,6.8,3,-6,6,1600,10,2,0
18158,1600,0,7,10,54,119,13,-10,9,1800,13,7,0
18159,1600,0,8,1,55,15.3,6,0,8,1200,9,4,0
18160,1600,0,9,12,56,30.8,8,-6,6,2000,5,5,0
18161,1600,0,10,14,54,57.2,10,4,6,1400,13,13,0
18162,1600,0,11,8,54,153.8,14,0,9,1200,2,8,0
18163,1600,0,12,3,54,237.5,17,0,10,1600,1,10,0
18164,1600,0,13,6,56,16,7,8,7,2200,9,7,0
18165,1600,0,14,2,54,96.1,12,0,5,1600,2,12,0
18166,1600,0,15,4,55,237.9,18,18,9,1400,6,13,0
18167,1600,0,16,7,54,191.6,16,-12,13,1400,1,8,0
18168,1600,0,17,5,51,186,15,-11,7,1400,9,2,0
18169,1600,0,18,9,54,47.3,9,0,5,1600,9,9,0
18170,2000,1,1,2,54,7,4,6,8,1600,14,15,210
18171,2000,1,2,5,54,4.3,2,4,1,2000,1,1,150
18172,2000,1,3,1,56,3.8,1,-2,6,1800,6,8,140
18173,2000,1,4,8,56,29,9,-8,7,2000,1,3,0
18174,2000,1,5,10,56,27.9,8,4,1,2000,7,1,0
18175,2000,1,6,9,56,8.7,6,4,13,1800,7,11,0
18176,2000,1,7,3,55,7.8,5,-6,1,1800,11,10,0
18177,2000,1,8,7,54,5.4,3,10,2,1600,5,4,0
18178,2000,1,9,6,56,11.9,7,0,1,2000,16,3,0
18179,2000,1,10,11,56,49.5,11,2,1,2000,1,5,0
18180,2000,1,11,4,56,49.1,10,4,1,1800,13,3,0
18181,2200,1,1,2,55,4.5,2,6,6,2000,16,4,150
18182,2200,1,2,7,57,3.2,1,0,4,2200,4,4,130
18183,2200,1,3,6,57,7.1,4,-2,4,2400,3,4,170
18184,2200,1,4,9,55,5.8,3,-2,3,2000,3,4,0
18185,2200,1,5,1,57,15.7,7,0,7,2400,2,13,0
18186,2200,1,6,8,57,21.6,9,-6,3,2000,7,10,0
18187,2200,1,7,12,57,10,5,-2,7,2000,3,5,0
18188,2200,1,8,3,57,11.1,6,4,3,2600,6,4,0
18189,2200,1,9,4,57,63.9,11,2,7,2200,5,7,0
18190,2200,1,10,11,57,29.3,10,2,6,2600,2,8,0
18191,2200,1,11,10,55,18.4,8,0,11,2000,10,7,0
18192,2200,1,12,5,57,87.7,12,-6,5,1400,2,4,0
18193,1200,1,1,5,56,13.5,8,-4,7,1200,2,7,420
18194,1200,1,3,4,55,5.9,3,-4,1,1200,9,5,250
18195,1200,1,4,2,53,10.9,7,0,10,1200,8,2,0
18196,1200,1,5,6,55,8.1,4,2,1,1200,14,1,0
18197,1200,1,6,11,54,26.9,11,4,7,1400,5,8,0
18198,1200,1,7,10,54,5.3,2,-4,1,1200,9,1,0
18199,1200,1,8,7,55,10.9,6,0,5,1200,7,5,0
18200,1200,1,9,13,54,18.7,9,-10,12,1200,15,7,0
18201,1200,1,10,3,53,8.7,5,-10,9,1200,10,3,0
18202,1200,1,11,12,56,4.8,1,4,3,1200,5,6,0
18203,1200,1,12,9,53,39.5,13,2,11,1200,4,4,0
18204,1200,1,13,8,53,34.9,12,0,8,1200,11,13,0
18205,1800,1,1,2,57,6.6,2,0,3,2000,3,5,220
18206,1800,1,2,7,57,6.8,4,-4,7,1400,11,3,260
18207,1800,1,3,5,57,10.1,8,2,5,1800,1,5,290
18208,1800,1,4,11,57,17.7,9,0,10,2000,9,6,0
18209,1800,1,5,3,57,23.2,10,2,15,1800,8,6,0
18210,1800,1,6,8,57,9.8,7,4,1,1800,6,5,0
18211,1800,1,7,1,55,8.4,5,-2,6,2000,3,5,0
18212,1800,1,8,4,57,4.2,1,12,2,1800,2,3,0
18213,1800,1,9,10,55,6.7,3,4,4,1800,1,2,0
18214,1800,1,10,6,57,8.5,6,-4,4,1800,1,7,0
18215,1800,1,11,9,55,41.1,11,2,1,2000,5,6,0
18216,1800,1,12,12,57,74.1,12,-2,6,1800,13,15,0
18217,1600,0,1,18,54,11.8,6,10,7,1800,13,7,340
18218,1600,0,2,15,54,8,3,6,5,1600,1,3,200
18219,1600,0,3,12,54,2.3,1,0,2,1800,12,4,140
18220,1600,0,4,10,51,141.2,13,6,14,1800,3,6,0
18221,1600,0,5,17,53,9.4,4,-4,3,1800,8,5,0
18222,1600,0,6,11,54,10.8,5,2,2,1600,12,6,0
18223,1600,0,7,9,54,20.9,8,0,11,1600,7,3,0
18224,1600,0,8,7,54,21.8,9,0,5,1600,7,9,0
18225,1600,0,9,2,54,32.1,10,8,6,1800,15,5,0
18226,1600,0,10,14,51,35.9,11,4,4,1800,2,6,0
18227,1600,0,11,6,54,13.1,7,-12,16,1800,1,3,0
18228,1600,0,12,1,54,7,2,4,4,1600,5,5,0
18229,1600,0,13,8,54,309.8,18,6,13,1600,4,14,0
18230,1600,0,14,5,54,225.2,16,6,11,1600,12,12,0
18231,1600,0,15,4,51,150.6,15,0,15,1200,13,15,0
18232,1600,0,16,13,51,144.4,14,0,5,1600,13,14,0
18233,1600,0,17,3,54,254.3,17,10,13,1200,7,15,0
18234,1600,0,18,16,52,92.3,12,4,12,1400,10,6,0
18235,1600,0,1,3,54,1.2,1,0,5,1600,3,1,110
18236,1600,0,2,2,54,20.5,5,0,5,1600,2,5,370
18237,1600,0,3,5,54,7.8,3,0,5,1600,5,3,
18238,1600,0,4,6,54,15.7,4,0,5,1600,6,4,0
18239,1600,0,5,1,54,35.4,6,0,5,1600,1,6,0
18240,1600,0,6,7,54,7.7,2,0,5,1600,7,2,0
18241,2600,0,1,4,56,2.6,1,-4,3,2400,8,2,120
18242,2600,0,2,12,51,32.3,10,-10,11,1800,1,6,550
18243,2600,0,3,10,56,3.5,2,-4,4,2400,9,6,150
18244,2600,0,4,1,56,11.5,5,0,6,1800,15,10,0
18245,2600,0,5,11,54,30.3,9,0,5,2600,11,9,0
18246,2600,0,6,6,53,7.1,3,-8,7,1800,4,10,0
18247,2600,0,7,13,56,12,6,-2,3,2000,9,7,0
18248,2600,0,8,7,55,10,4,-4,5,1800,4,7,0
18249,2600,0,9,3,53,25.3,7,-2,8,2000,9,7,0
18250,2600,0,10,5,56,28.7,8,-2,5,2200,4,5,0
18251,2600,0,11,2,56,70.6,12,-12,10,1800,2,10,0
18252,2600,0,12,8,54,51.6,11,-8,8,2000,8,8,0
18253,2600,0,13,9,51,261.3,13,6,13,1800,10,15,0
18254,1200,0,1,1,55,4.2,1,2,2,1200,13,5,180
18255,1200,0,2,11,55,63.1,13,-2,8,1200,8,13,1190
18256,1200,0,3,5,55,13,7,14,16,1200,12,4,350
18257,1200,0,4,16,52,62.3,12,12,8,1600,10,10,0
18258,1200,0,5,3,55,4.8,2,4,4,1200,12,1,0
18259,1200,0,6,14,55,7.5,5,8,3,1200,8,4,0
18260,1200,0,7,6,55,7.8,6,2,5,1200,2,6,0
18261,1200,0,8,10,52,7.2,4,-2,6,1600,8,7,0
18262,1200,0,9,9,51,28.3,9,-8,1,1200,2,6,0
18263,1200,0,10,15,49,7,3,0,5,1000,10,2,0
18264,1200,0,11,2,55,26.6,8,0,6,1200,12,15,0
18265,1200,0,12,12,52,33.3,11,12,10,1200,14,10,0
18266,1200,0,13,4,55,32.3,10,-8,10,1800,10,13,0
18267,1200,0,14,7,55,188.7,16,-2,12,1200,2,14,0
18268,1200,0,15,8,52,98.1,14,18,12,1200,10,9,0
18269,1200,0,16,13,55,125.4,15,3,11,1400,11,3,0
18270,1800,0,1,2,54,7.7,5,0,1,2000,2,3,230
18271,1800,0,2,11,53,9.1,6,-2,3,2000,7,5,230
18272,1800,0,3,7,55,6.6,2,4,5,1800,3,8,210
18273,1800,0,4,12,53,2.8,1,4,7,2000,2,3,0
18274,1800,0,5,10,52,39.3,10,-10,12,1400,5,13,0
18275,1800,0,6,4,54,15.5,8,-2,1,1800,5,8,0
18276,1800,0,7,5,52,6.9,3,-2,7,2000,2,4,0
18277,1800,0,8,6,53,14,7,-8,5,2000,4,5,0
18278,1800,0,9,3,55,7.1,4,-2,4,2400,11,7,0
18279,1800,0,10,9,52,23.4,9,6,4,1600,8,6,0
18280,1800,0,11,1,54,77.3,11,2,8,1800,2,6,0
18281,1800,0,12,8,53,186.8,12,2,8,2400,3,8,0
18282,2000,0,1,7,56,2.7,1,-2,1,2000,15,7,130
18283,2000,0,2,9,56,13.7,5,-8,5,2000,8,9,280
18284,2000,0,3,6,56,4.8,4,4,13,2000,10,12,150
18285,2000,0,4,3,56,3.6,2,6,5,1600,5,4,0
18286,2000,0,5,5,56,18.5,6,0,9,2200,2,3,0
18287,2000,0,6,8,56,50,7,-4,9,1800,6,7,0
18288,2000,0,7,2,56,54.5,8,6,15,2000,9,11,0
18289,2000,0,8,4,56,4.6,3,-4,10,2000,5,8,0
18290,2000,0,9,1,56,56.4,9,6,10,1800,10,10,0
18291,1400,0,1,6,54,2.8,1,0,5,1400,6,1,130
18292,1400,0,2,3,54,4.7,3,0,5,1400,3,3,150
18293,1400,0,3,2,54,12.3,6,0,5,1400,2,6,220
18294,1400,0,4,9,54,9.8,4,0,5,1400,9,4,0
18295,1400,0,5,5,54,3.7,2,0,5,1400,5,2,0
18296,1400,0,6,7,54,27,7,0,5,1400,7,7,0
18297,1400,0,7,11,54,56.7,9,0,5,1400,11,9,0
18298,1400,0,8,4,54,11.4,5,0,5,1400,4,5,0
18299,1400,0,9,10,52,41.3,8,0,5,1400,10,8,0
18300,1400,0,10,8,54,87.2,10,0,5,1400,8,10,0
18301,1400,0,11,1,51,133,11,0,5,1400,1,11,0
18302,1800,0,1,7,56,1.5,1,2,2,1800,10,1,110
18303,1800,0,2,8,51,24.6,7,-2,4,1800,8,14,330
18304,1800,0,3,4,54,101.6,11,0,5,1800,4,11,1170
18305,1800,0,4,3,54,25.7,8,-4,9,1200,14,11,0
18306,1800,0,5,15,54,75.8,9,8,9,1800,4,13,0
18307,1800,0,6,12,56,13.3,4,-2,4,1800,5,6,0
18308,1800,0,7,9,53,239,17,-2,12,1200,2,15,0
18309,1800,0,8,1,56,7.8,3,-4,5,2000,1,3,0
18310,1800,0,8,5,55,174.5,13,-8,10,1800,4,8,0
18311,1800,0,10,16,53,23.5,6,2,9,1400,5,5,0
18312,1800,0,11,17,54,84.2,10,-2,15,1600,2,7,0
18313,1800,0,12,14,56,6.2,2,0,5,2000,11,3,0
18314,1800,0,13,6,54,162.5,12,-6,8,1800,3,12,0
18315,1800,0,14,13,54,210.2,14,-4,4,1400,5,3,0
18316,1800,0,15,2,53,17.7,5,-6,5,2000,15,4,0
18317,1800,0,16,11,56,220.5,15,0,5,1800,11,15,0
18318,1800,0,17,10,51,225.5,16,-8,12,1800,6,15,0
18319,1600,0,1,12,55,10.1,6,12,7,1600,10,1,300
18320,1600,0,2,14,55,51.2,13,-18,1,1870,8,1,1550
18321,1600,0,3,18,52,8.8,4,-6,4,1600,6,2,290
18322,1600,0,4,6,54,27,10,-2,6,1800,8,6,0
18323,1600,0,5,17,54,11.3,8,-8,6,1600,7,3,0
18324,1600,0,6,9,57,9.6,5,-6,13,1600,6,5,0
18325,1600,0,7,16,57,8.4,3,0,4,1600,1,3,0
18326,1600,0,8,11,57,26,9,4,11,1200,13,4,0
18327,1600,0,9,4,52,4,1,-2,5,1600,10,1,0
18328,1600,0,10,5,56,32.8,11,2,4,1600,5,9,0
18329,1600,0,11,8,51,4.7,2,-4,1,1600,1,2,0
18330,1600,0,12,15,57,111.4,15,4,10,1600,7,10,0
18331,1600,0,13,10,57,108,14,-10,9,1800,5,5,0
18332,1600,0,14,1,55,11,7,-2,3,1600,3,5,0
18333,1600,0,15,13,55,170.2,17,-2,8,1800,3,8,0
18334,1600,0,16,2,57,157.8,16,2,8,2000,7,6,0
18335,1600,0,17,7,54,41.4,12,-6,5,1600,6,10,0
18336,2000,0,1,9,54,3.8,2,-14,4,2000,7,7,180
18337,2000,0,2,8,57,16.6,8,0,6,1600,14,4,420
18338,2000,0,3,10,55,15.9,7,-4,4,2200,9,3,390
18339,2000,0,4,7,54,11.8,4,2,8,2400,6,9,0
18340,2000,0,5,5,52,13,5,10,1,1800,8,4,0
18341,2000,0,6,2,54,29.3,10,4,1,2000,4,2,0
18342,2000,0,7,6,57,5.6,3,-10,4,2000,6,1,0
18343,2000,0,8,11,57,127.8,11,-4,7,2000,7,9,0
18344,2000,0,9,4,57,17.7,9,-12,10,1800,3,3,0
18345,2000,0,10,3,57,2.7,1,0,4,1600,2,4,0
18346,2000,0,11,1,55,15.5,6,-2,4,2000,9,5,0
18347,2400,0,1,5,57,2.8,1,0,2,2400,1,4,140
18348,2400,0,2,1,57,3.6,2,-4,1,2500,1,1,160
18349,2400,0,3,4,55,5.2,4,-12,4,2400,6,4,
18350,2400,0,4,3,57,32.9,7,-4,7,2500,2,7,0
18351,2400,0,5,7,57,4.9,3,2,3,2400,7,2,0
18352,2400,0,6,2,55,7,5,12,6,2500,4,1,0
