,距離,馬場,着順,馬番,斤量,単勝,人気,増減,前着順,前距離,前馬番,前人気,複勝
433,2600,0,9,13,53,29.7,8,-8,6,1800,10,12,0
434,2600,0,10,5,54,71.1,11,0,13,2000,5,15,0
435,2600,0,11,10,55,6.3,4,0,4,2600,8,6,0
436,2600,0,12,4,53,56.9,10,10,7,2600,6,10,0
437,2600,0,13,8,54,4.4,2,-6,5,2200,5,2,0
438,2600,0,14,11,55,26,7,0,6,2600,7,9,0
439,2000,0,1,9,54,1.5,1,0,5,2000,9,1,110
440,2000,0,2,11,54,7.6,3,0,5,2000,11,3,160
441,2000,0,3,2,54,10.5,4,0,5,2000,2,4,170
442,2000,0,4,7,54,16,5,0,5,2000,7,5,0
443,2000,0,5,8,54,6.5,2,0,5,2000,8,2,0
444,2000,0,6,5,54,148.6,10,0,5,2000,5,10,0
445,2000,0,7,10,53,30.2,7,0,5,2000,10,7,0
446,2000,0,8,4,54,16.7,6,0,5,2000,4,6,0
447,2000,0,9,3,54,41.2,8,0,5,2000,3,8,0
448,2000,0,10,1,54,87.8,9,0,5,2000,1,9,0
449,2000,0,11,6,51,163.6,11,0,5,2000,6,11,0
450,1500,0,1,13,49,34.8,10,-4,8,1200,10,5,640
451,1500,0,2,2,55,17.3,9,2,9,1400,10,6,490
452,1500,0,3,3,52,6.7,4,-6,1,1400,1,2,280
453,1500,0,4,6,55,11.6,5,6,2,1600,14,13,0
454,1500,0,5,10,55,6.6,3,4,2,1200,11,3,0
455,1500,0,6,7,52,3.6,1,0,1,1700,5,1,0
456,1500,0,7,4,55,15.5,8,10,10,1400,12,12,0
457,1500,0,8,9,52,39.8,11,2,5,1800,7,5,0
458,1500,0,9,1,52,14.6,7,6,7,2000,8,7,0
459,1500,0,10,12,54,13.6,6,2,4,1500,7,4,0
460,1500,0,11,14,55,161,13,2,12,1600,6,11,0
461,1500,0,12,8,55,117,12,32,16,1400,13,13,0
462,1500,0,13,5,55,203.6,14,4,16,1600,6,9,0
463,1500,0,14,11,52,3.8,2,2,2,1500,9,3,0
464,1200,0,1,9,57,22.5,10,-6,8,1200,10,6,530
465,1200,0,2,1,52,17,9,-12,10,1200,11,4,460
466,1200,0,3,16,52,10.8,6,2,9,1200,10,3,350
467,1200,0,4,15,52,15.6,8,6,8,1200,12,10,0
468,1200,0,5,13,51,4.6,2,-2,1,1200,7,4,0
469,1200,0,6,4,52,7.5,4,2,6,1200,10,6,0
470,1200,0,7,11,55,34.8,11,10,7,1200,8,8,0
471,1200,0,8,14,55,54,13,2,9,1200,11,9,0
472,1200,0,9,10,51,15,7,-6,12,1000,8,4,0
473,1200,0,10,6,55,54.6,14,-14,13,1800,10,12,0
474,1200,0,11,7,55,4.3,1,-6,4,1200,8,2,0
475,1200,0,12,2,55,47.1,12,6,7,1000,5,5,0
476,1200,0,13,5,57,110.4,15,0,8,1000,2,8,0
477,1200,0,14,3,51,6.6,3,2,1,1200,12,3,0
478,1200,0,15,8,54,10.4,5,-2,10,1200,4,3,0
479,1200,0,16,12,55,261.3,16,-2,11,1700,9,13,0
480,1800,0,1,13,52,9.2,4,-2,5,1800,2,3,200
481,1800,0,2,1,52,2.3,1,20,6,2000,5,8,130
482,1800,0,3,3,52,4.2,2,0,3,1800,10,2,140
483,1800,0,4,9,57,11,5,-8,2,1800,6,6,0
484,1800,0,5,4,55,60,8,-6,9,2000,2,7,0
485,1800,0,6,6,49,4.3,3,0,7,2000,6,1,0
486,1800,0,7,11,55,74.6,9,-2,9,1800,11,10,0
487,1800,0,8,2,57,193.4,13,8,16,1600,2,16,0
488,1800,0,9,5,51,39.8,7,-6,6,2000,12,8,0
489,1800,0,10,12,52,90.9,10,-3,1,1700,4,2,0
490,1800,0,11,14,57,14.6,6,0,3,1800,6,4,0
491,1800,0,12,7,54,148.3,12,-4,10,1700,7,12,0
492,1800,0,13,8,54,116.2,11,-8,9,1700,10,7,0
493,1800,0,14,10,57,400.9,14,-14,5,1400,1,10,0
494,2000,0,1,12,54,3.4,1,8,11,2400,11,8,200
495,2000,0,2,6,57,10.2,5,0,2,2600,2,5,280
496,2000,0,3,1,57,63.9,12,-2,8,2000,7,7,840
497,2000,0,4,7,57,35.6,10,-10,10,2000,6,6,0
498,2000,0,5,11,57,8.8,4,2,2,2000,8,2,0
499,2000,0,6,2,57,21.6,8,2,4,1800,6,10,0
500,2000,0,7,14,52,3.6,2,-4,5,2000,4,1,0
501,2000,0,8,5,57,33.4,9,0,5,2600,1,5,0
502,2000,0,9,10,57,10.7,6,2,1,1800,1,3,0
503,2000,0,10,9,52,11.6,7,-2,1,2000,4,2,0
504,2000,0,11,3,57,6.8,3,6,2,1800,13,5,0
505,2000,0,12,8,57,134.5,13,-6,10,2400,4,9,0
506,2000,0,13,4,57,38.7,11,-6,8,1700,14,3,0
507,2000,0,14,13,55,333.1,14,-12,10,1700,9,10,0
508,1800,1,1,7,54,8.9,2,0,5,1800,3,5,180
509,1800,1,2,1,54,1.4,1,-2,3,1800,1,2,110
510,1800,1,3,5,54,36,8,4,5,1500,7,11,470
511,1800,1,4,8,54,160.8,10,-14,13,1800,7,13,0
512,1800,1,5,2,53,22.2,6,4,6,1200,12,6,0
513,1800,1,6,9,54,10.2,3,-2,4,1800,3,9,0
514,1800,1,7,3,54,24.4,7,-4,4,1800,1,6,0
515,1800,1,8,4,54,10.5,5,-8,4,1800,7,6,0
516,1800,1,9,6,54,48.3,9,-4,7,1800,8,7,0
517,1800,1,10,10,54,10.3,4,-4,3,1800,7,3,0
518,1200,1,1,1,54,1.8,1,6,2,1200,5,10,110
519,1200,1,2,8,54,16.2,4,-4,4,1200,8,4,250
520,1200,1,3,3,51,22.4,6,-2,7,1200,5,8,350
521,1200,1,4,9,54,72,7,2,9,1500,13,12,0
522,1200,1,5,7,54,3,2,-8,4,1200,6,3,0
523,1200,1,6,5,54,7.3,3,0,3,1200,6,11,0
524,1200,1,7,6,54,17.8,5,-4,6,1200,3,7,0
525,1200,1,8,4,51,103.2,8,-10,8,1000,7,8,0
526,1200,1,9,10,54,227.4,10,2,9,1500,7,10,0
527,1200,1,10,2,54,217.1,9,2,10,1200,8,10,0
528,1500,0,1,2,54,3.2,2,0,5,1500,2,2,160
529,1500,0,2,1,54,7.6,4,0,5,1500,1,4,180
530,1500,0,3,3,54,40.2,7,0,5,1500,3,7,560
531,1500,0,4,9,54,10.9,5,0,5,1500,9,5,0
532,1500,0,5,5,54,12.3,6,0,5,1500,5,6,0
533,1500,0,6,7,54,2.5,1,0,5,1500,7,1,0
534,1500,0,7,4,51,7.1,3,0,5,1500,4,3,0
535,1500,0,8,8,53,42.9,8,0,5,1500,8,8,0
536,1500,0,9,6,54,178.2,9,0,5,1500,6,9,0
537,1200,0,1,11,54,2.1,1,2,2,1200,1,2,140
538,1200,0,2,16,54,41,10,6,4,1200,7,11,540
539,1200,0,3,8,54,18,7,4,2,1700,3,2,290
540,1200,0,4,5,56,12.2,5,-12,4,1500,12,7,0
541,1200,0,4,12,56,136.5,14,0,8,1400,11,16,0
542,1200,0,6,7,53,127.8,13,4,11,1200,12,8,0
543,1200,0,7,2,54,35.5,9,-4,5,1200,2,14,0
544,1200,0,8,13,54,17.5,6,6,4,1200,9,3,0
545,1200,0,9,14,54,89.8,12,-6,8,1200,9,9,0
546,1200,0,10,4,53,5.6,2,4,7,1400,3,1,0
547,1200,0,11,3,54,141.4,15,6,12,1600,13,13,0
548,1200,0,12,1,56,6.5,3,0,5,1200,5,4,0
549,1200,0,13,6,53,21.6,8,-2,4,1200,5,7,0
550,1200,0,14,15,54,216.5,16,-6,14,1150,16,14,0
551,1200,0,15,9,54,8.7,4,6,6,1400,2,7,0
552,1200,0,16,10,51,75.7,11,-6,10,1000,1,10,0
553,2000,0,1,5,54,8.8,4,0,5,1600,14,1,210
554,2000,0,2,10,54,5.8,3,8,16,2400,7,7,180
555,2000,0,3,11,57,4.9,2,0,2,2000,2,2,150
556,2000,0,4,4,54,1.6,1,2,2,2400,6,2,0
557,2000,0,5,9,55,283.2,12,-4,9,2000,4,10,0
558,2000,0,6,6,57,32.4,7,-8,4,2000,5,6,0
559,2000,0,7,1,55,117.4,10,2,7,1500,6,6,0
560,2000,0,8,7,57,21,5,-8,7,2000,3,4,0
561,2000,0,9,3,57,221.6,11,-6,9,2600,9,9,0
562,2000,0,10,2,54,32.4,8,0,5,2000,6,3,0
563,2000,0,11,8,57,31,6,2,6,2000,5,5,0
564,2000,0,12,12,57,82.5,9,0,6,2000,3,6,0
565,2600,0,1,11,53,6.1,5,-2,9,1800,4,4,260
566,2600,0,2,6,54,32.5,7,0,10,2200,10,9,620
567,2600,0,3,9,54,8.7,6,10,3,2600,5,6,230
568,2600,0,4,4,56,2.8,1,8,5,2600,13,5,0
569,2600,0,5,8,53,6.1,4,-2,1,2600,9,3,0
570,2600,0,6,10,55,50.2,9,0,11,1800,12,8,0
571,2600,0,7,5,53,4.9,2,4,4,2600,8,2,0
572,2600,0,8,1,55,5.8,3,0,2,2600,2,6,0
573,2600,0,9,2,54,92.6,10,-2,11,2000,10,11,0
574,2600,0,10,3,51,44,8,2,7,2600,9,8,0
575,2600,0,11,7,53,218.3,11,0,11,1800,2,12,0
576,1500,0,1,9,52,7.5,2,-4,11,1800,7,6,180
577,1500,0,2,13,54,1.4,1,0,2,1800,10,1,110
578,1500,0,3,5,57,51.9,9,-2,10,1200,11,8,550
579,1500,0,4,1,52,12,3,10,9,1200,13,7,0
580,1500,0,5,10,55,97.2,12,6,14,1400,15,15,0
581,1500,0,6,6,52,17.7,5,8,13,1400,6,4,0
582,1500,0,7,14,54,189.3,14,-12,11,1000,9,8,0
583,1500,0,8,11,55,15.8,4,0,13,1800,1,6,0
584,1500,0,9,8,52,54.8,10,-10,4,1800,1,6,0
585,1500,0,10,3,55,25.4,8,6,9,1700,5,10,0
586,1500,0,11,12,54,144.1,13,2,12,1800,5,13,0
587,1500,0,12,4,57,68.5,11,8,5,1500,4,10,0
588,1500,0,13,7,54,20.1,6,2,9,1200,4,6,0
589,1500,0,14,2,52,23.5,7,-8,9,1800,3,2,0
590,1500,0,1,5,54,1.5,1,-2,2,1200,14,2,110
591,1500,0,2,10,54,35,7,-4,6,1800,4,4,470
592,1500,0,3,9,54,19,5,-4,7,1200,1,2,400
593,1500,0,4,3,54,6,2,-2,4,1200,1,2,0
594,1500,0,5,6,54,8,3,2,3,1500,2,4,0
595,1500,0,6,8,51,146.4,9,2,9,1500,4,13,0
596,1500,0,7,4,51,34.7,6,2,5,1200,11,13,0
597,1500,0,8,1,54,40.4,8,6,6,1500,5,5,0
598,1500,0,9,2,54,8.1,4,4,4,1500,4,3,0
599,1500,0,10,7,54,170.7,10,-2,8,1200,2,5,0
600,2000,0,1,6,54,6.7,3,-8,4,2000,3,3,190
601,2000,0,2,11,56,2.1,1,-2,3,2000,1,1,120
602,2000,0,3,9,54,7.3,4,4,3,2000,11,8,180
603,2000,0,4,5,56,9.4,5,4,4,2000,4,1,0
604,2000,0,5,13,56,5.1,2,-8,9,1700,13,2,0
605,2000,0,6,8,54,41,8,-4,9,2000,2,7,0
606,2000,0,7,14,54,31,7,4,5,2000,13,12,0
607,2000,0,8,1,56,276.4,16,4,9,1700,11,11,0
608,2000,0,9,15,51,191.3,12,-18,12,1700,6,11,0
609,2000,0,10,16,56,49.3,10,-14,10,1800,14,5,0
610,2000,0,11,7,53,44,9,-6,7,2200,10,10,0
611,2000,0,12,2,54,125.4,11,-2,8,2000,12,12,0
612,2000,0,13,3,54,245.1,15,-12,11,2000,4,10,0
613,2000,0,14,10,56,230.3,14,2,11,2000,7,11,0
614,2000,0,15,12,55,13.5,6,0,5,2000,12,6,0
615,2000,0,16,4,54,202.6,13,0,5,2000,4,13,0
616,1800,0,1,9,54,7.1,4,0,5,1800,9,4,240
617,1800,0,2,2,54,7.1,3,0,5,1800,2,3,210
618,1800,0,3,1,54,73.6,9,0,5,1800,1,9,1120
619,1800,0,4,3,54,2,1,0,5,1800,3,1,0
620,1800,0,5,8,54,46,7,0,5,1800,8,7,0
621,1800,0,6,7,54,3.5,2,0,5,1800,7,2,0
622,1800,0,7,5,54,193.9,11,0,5,1800,5,11,0
623,1800,0,8,6,54,42.9,6,0,5,1800,6,6,0
624,1800,0,9,11,54,48.9,8,0,5,1800,11,8,0
625,1800,0,10,10,54,137.9,10,0,5,1800,10,10,0
626,1800,0,11,4,54,26.3,5,0,5,1800,4,5,0
627,2600,0,1,8,52,5.1,2,2,2,2400,4,3,170
628,2600,0,2,10,54,2,1,2,3,2600,9,1,120
629,2600,0,3,7,54,32.3,7,12,1,2600,5,2,460
630,2600,0,4,6,57,34.2,8,-2,4,2600,3,4,0
631,2600,0,5,4,54,5.8,3,14,5,1800,2,1,0
632,2600,0,6,9,57,11.2,5,2,2,2600,2,7,0
633,2600,0,7,2,54,67.2,9,2,5,2000,9,8,0
634,2600,0,8,1,54,124,11,2,7,2600,2,6,0
635,2600,0,9,3,51,7,4,-10,3,2600,4,2,0
636,2600,0,10,11,54,15.8,6,-4,4,2600,7,3,0
637,2600,0,11,5,54,109,10,-4,11,1800,1,8,0
638,1500,0,1,8,54,1.2,1,12,1,1200,4,2,100
639,1500,0,2,4,54,7.1,3,2,1,1700,5,6,150
640,1500,0,3,7,54,33.7,5,-6,3,1700,9,5,240
641,1500,0,4,6,54,6.2,2,8,2,1500,8,8,0
642,1500,0,5,1,54,49.5,7,2,4,1200,2,4,0
643,1500,0,6,3,54,100.4,8,-16,7,1000,6,4,0
644,1500,0,7,2,54,27.2,4,-4,4,1700,1,3,0
645,1500,0,8,5,54,49.1,6,-8,1,1000,7,4,0
646,2000,0,1,1,57,4.7,3,-2,8,2500,6,1,170
647,2000,0,2,10,57,7.8,4,0,5,1600,4,6,180
648,2000,0,3,9,57,2.3,1,0,1,3200,10,1,120
649,2000,0,4,12,57,3.7,2,4,3,2000,2,4,0
650,2000,0,5,11,57,17.7,5,-4,10,1600,13,8,0
651,2000,0,6,7,55,164.6,11,-2,5,1800,11,8,0
652,2000,0,7,14,55,18.5,6,4,3,1600,3,11,0
653,2000,0,8,2,57,44.5,9,,2,2000,5,5,0
654,2000,0,9,3,57,32.9,8,2,3,2000,10,3,0
655,2000,0,10,8,57,129.6,10,-12,4,2500,7,6,0
656,2000,0,11,5,57,214.4,13,2,9,2600,9,2,0
657,2000,0,12,4,57,244,14,-2,8,2000,14,6,0
658,2000,0,13,13,57,172.2,12,-6,11,1600,3,15,0
659,2000,0,14,6,54,28.5,7,2,7,2400,14,5,0
660,1200,0,1,7,55,31.2,11,2,12,1700,11,3,700
661,1200,0,2,6,55,2.5,1,0,2,1200,6,4,140
662,1200,0,3,14,52,8.2,3,8,1,1400,12,1,290
663,1200,0,4,16,52,22.8,9,4,4,1200,15,8,0
664,1200,0,5,13,52,26.9,10,6,3,1200,5,8,0
665,1200,0,6,4,52,10.5,4,2,2,1200,1,9,0
666,1200,0,7,12,55,14.5,6,2,3,1200,16,6,0
667,1200,0,8,3,55,450.1,15,20,15,1600,9,15,0
668,1200,0,9,5,55,13.4,5,-2,3,1200,2,5,0
669,1200,0,10,9,55,16.7,7,6,4,1200,1,7,0
670,1200,0,11,1,55,55.7,12,2,11,1200,14,7,0
671,1200,0,12,11,52,4,2,6,5,1200,8,1,0
672,1200,0,13,8,55,368.8,14,6,6,1700,1,6,0
673,1200,0,15,2,52,19.2,8,2,10,1400,8,8,0
674,1500,1,1,1,54,2.8,1,4,2,1500,6,2,110
675,1500,1,2,6,54,5.5,4,-4,2,1600,5,10,140
676,1500,1,3,5,54,4.7,3,0,2,1800,7,5,130
677,1500,1,4,7,51,15.5,5,2,3,1200,10,5,0
678,1500,1,5,8,54,21.1,6,6,8,1800,5,5,0
679,1500,1,6,3,51,37.5,7,6,5,1200,9,3,0
680,1500,1,7,4,54,3.1,2,2,4,1600,6,1,0
681,1500,1,8,2,51,158.5,8,0,10,1500,5,8,0
682,1500,1,1,10,51,56.5,10,10,13,1600,13,6,1490
683,1500,1,2,5,56,2.7,1,0,2,2000,10,2,160
684,1500,1,3,14,56,14,6,-4,7,1400,4,5,640
685,1500,1,4,1,56,11.7,5,-4,5,1500,10,2,0
686,1500,1,5,2,56,6.1,3,-2,3,1500,5,5,0
687,1500,1,6,7,54,3.6,2,4,2,1500,12,4,0
688,1500,1,7,12,54,185.9,13,-6,9,1200,4,8,0
689,1500,1,8,13,56,24.3,8,8,7,1700,5,2,0
690,1500,1,9,6,54,18.5,7,2,3,1200,8,7,0
691,1500,1,10,11,56,125.2,12,-4,6,1200,13,7,0
692,1500,1,11,8,55,191.5,14,10,11,1200,16,13,0
693,1500,1,12,9,54,8.2,4,4,4,1500,6,6,0
694,1500,1,13,4,55,76.9,11,24,14,2000,13,10,0
695,1500,1,14,3,54,39.6,9,4,11,1700,3,5,0
696,2000,1,1,11,56,10.8,7,2,5,2000,13,2,360
697,2000,1,2,10,54,10.1,5,-8,2,2000,7,6,310
698,2000,1,3,4,56,4.4,2,-4,4,2000,7,1,180
699,2000,1,4,15,56,3.8,1,-2,5,2000,8,1,0
700,2000,1,5,2,54,10.6,6,0,3,2000,12,2,0
701,2000,1,6,3,56,5.4,3,-4,4,1600,1,1,0
702,2000,1,7,12,54,15.5,8,0,3,2000,9,4,0
703,2000,1,8,1,54,353.9,16,-1,7,1700,5,5,0
704,2000,1,9,6,54,112.2,12,18,13,2000,6,9,0
705,2000,1,10,8,56,43.5,10,-4,5,2000,7,5,0
706,2000,1,11,7,56,65.4,11,0,6,2000,14,14,0
707,2000,1,12,13,56,34.9,9,8,4,2000,8,4,0
708,2000,1,13,14,54,178.4,14,2,7,1200,7,13,0
709,2000,1,14,16,54,180.8,15,-4,5,2000,3,7,0
710,2000,1,16,5,56,7.2,4,-6,3,2200,7,4,0
711,1200,1,1,9,54,8.7,4,0,2,1200,13,2,240
712,1200,1,2,10,54,4.9,2,0,2,1200,1,3,160
713,1200,1,3,16,55,8,3,4,5,1500,10,3,210
714,1200,1,4,2,55,2.1,1,-4,2,1200,6,1,0
715,1200,1,5,13,57,19.3,7,-2,5,1200,8,1,0
716,1200,1,6,11,54,19.6,8,0,2,1200,7,9,0
717,1200,1,7,4,57,13.7,5,-4,15,1300,8,5,0
718,1200,1,8,7,55,25.4,9,-6,10,1200,9,7,0
719,1200,1,9,14,55,147.5,12,2,9,1000,11,10,0
720,1200,1,10,3,52,41.8,10,-8,14,1200,12,5,0
721,1200,1,11,1,55,15.8,6,-4,6,1200,4,5,0
722,1200,1,12,5,57,405,16,4,12,1500,4,11,0
723,1200,1,13,15,57,61.4,11,14,12,1200,18,8,0
724,1200,1,14,6,57,365.7,15,-8,10,1700,1,12,0
725,1200,1,15,12,54,303.3,14,8,7,1000,10,10,0
726,1200,1,16,8,52,206.7,13,8,9,1000,6,4,0
727,1800,1,1,10,52,2,1,32,14,1600,17,15,110
728,1800,1,2,1,55,4.6,3,-4,2,1800,4,4,110
729,1800,1,3,8,54,3,2,-6,2,1800,5,2,110
730,1800,1,4,3,57,8.2,4,8,9,1800,11,4,0
731,1800,1,5,6,52,17.3,5,-4,11,1800,9,3,0
732,1800,1,6,7,54,291.1,10,-2,10,2400,10,11,0
733,1800,1,7,2,52,42.3,6,4,9,1500,1,7,0
734,1800,1,8,9,57,178.1,8,-2,8,1800,2,13,0
735,1800,1,9,5,55,265.3,9,2,12,1500,8,12,0
736,1800,1,10,4,57,130.1,7,-2,11,1700,6,11,0
737,1200,1,1,12,56,5.3,4,4,9,1500,12,8,190
738,1200,1,2,14,54,4.8,3,6,5,1200,2,6,170
739,1200,1,3,13,56,4.7,2,-4,4,1200,9,6,150
740,1200,1,4,2,58,14.6,6,-6,6,1200,4,10,0
741,1200,1,5,10,54,16.1,7,12,1,1500,13,10,0
742,1200,1,6,9,54,8,5,8,1,1200,2,3,0
743,1200,1,7,7,56,23.4,8,-8,5,1000,8,6,0
744,1200,1,8,8,56,51.6,11,-4,12,1200,2,12,0
745,1200,1,9,3,58,24,9,2,5,1200,3,10,0
746,1200,1,10,6,58,85.7,13,-4,16,1200,1,7,0
747,1200,1,11,11,56,44,10,2,9,1800,3,13,0
748,1200,1,12,1,58,58.3,12,2,11,1200,1,9,0
749,1200,1,13,4,56,4.3,1,0,1,1200,1,2,0
750,1200,1,14,5,58,197.5,14,-4,9,1500,5,9,0
751,2000,1,1,11,58,6.4,3,8,3,1800,5,2,250
752,2000,1,2,10,56,17.5,7,-2,13,1800,2,11,450
753,2000,1,3,3,58,20.4,8,0,8,2000,9,8,570
754,2000,1,4,1,58,40.9,12,2,11,1800,13,5,0
755,2000,1,5,8,58,11.4,5,12,1,2400,4,4,0
756,2000,1,6,13,58,73.4,13,0,10,2000,16,16,0
757,2000,1,7,6,56,2.3,1,4,3,1800,14,9,0
758,2000,1,8,12,58,9.7,4,2,2,1800,3,11,0
759,2000,1,9,14,58,30.2,10,10,8,1800,7,9,0
760,2000,1,10,4,56,26.6,9,8,9,1800,2,7,0
761,2000,1,11,7,58,6.2,2,0,3,2000,10,5,0
762,2000,1,12,2,56,15.5,6,-4,13,1800,11,10,0
763,2000,1,13,5,58,146.8,14,4,14,1800,12,12,0
764,2000,1,14,9,58,37.6,11,-6,10,1800,6,13,0
765,1800,1,1,4,54,1.1,1,2,3,1500,3,1,110
766,1800,1,2,6,51,85.2,8,-2,6,1500,8,9,940
767,1800,1,3,8,54,61.7,6,0,9,1800,11,14,560
768,1800,1,4,3,54,25.1,5,4,4,1800,13,11,0
769,1800,1,5,5,54,9.6,2,0,6,1800,9,3,0
770,1800,1,6,1,54,75.5,7,0,5,1800,5,9,0
771,1800,1,7,7,54,12.9,3,-6,4,1800,8,10,0
772,1800,1,8,2,53,15.6,4,-4,7,2000,10,7,0
773,2600,1,1,12,56,2,1,6,2,2400,13,2,110
774,2600,1,2,10,55,18.1,4,6,11,2200,2,3,330
775,2600,1,3,3,54,52.4,8,0,14,2400,8,8,940
776,2600,1,4,6,54,6.5,3,2,2,2600,2,3,0
777,2600,1,5,9,56,2.4,2,14,2,2600,3,1,0
778,2600,1,6,2,56,76.2,10,2,4,2600,6,6,0
779,2600,1,7,4,51,38.6,7,0,6,2000,5,9,0
780,2600,1,8,7,54,74.9,9,-2,7,2600,12,5,0
781,2600,1,9,1,54,26.2,5,0,5,2000,13,4,0
782,2600,1,10,11,56,133.4,11,2,5,2600,7,12,0
783,2600,1,11,5,56,383.1,14,2,14,1700,1,14,0
784,2600,1,12,8,53,139.4,12,4,7,2000,11,7,0
785,2600,1,13,13,53,35.7,6,-6,11,2600,10,4,0
786,2600,1,14,14,56,322.7,13,-4,10,2000,10,9,0
787,1200,1,1,5,54,6.6,4,0,5,1200,5,4,190
788,1200,1,2,6,54,22.2,6,0,5,1200,6,6,410
789,1200,1,3,1,51,5.6,3,0,5,1200,1,3,200
790,1200,1,4,7,54,2.2,1,0,5,1200,7,1,0
791,1200,1,5,8,51,18.4,5,0,5,1200,8,5,0
792,1200,1,6,3,54,3.4,2,0,5,1200,3,2,0
793,1200,1,7,2,54,83.5,8,0,5,1200,2,8,0
794,1200,1,8,4,54,56.4,7,0,5,1200,4,7,0
795,2000,1,1,8,55,2.7,1,-4,4,1800,3,2,130
796,2000,1,2,13,55,5,3,4,2,2000,3,4,140
797,2000,1,3,12,52,8.8,5,-2,4,2000,6,5,230
798,2000,1,4,6,55,11.5,6,2,3,2000,1,3,0
799,2000,1,5,3,55,83.7,10,6,5,2000,9,12,0
800,2000,1,6,5,55,11.7,7,-2,2,2600,6,5,0
801,2000,1,7,2,49,5,2,4,2,2000,7,4,0
802,2000,1,8,4,52,313,13,2,10,2600,5,11,0
803,2000,1,9,7,55,99.7,11,-4,9,1800,2,11,0
804,2000,1,10,10,49,29.3,8,6,7,1800,1,6,0
805,2000,1,11,11,52,36.8,9,0,6,2000,5,7,0
806,2000,1,12,9,51,8.4,4,6,4,1800,5,5,0
807,2000,1,13,1,55,129.2,12,0,7,2000,1,10,0
808,1500,1,1,10,52,2,1,-2,3,1800,3,2,120
809,1500,1,2,7,55,5.5,3,2,4,1500,6,5,180
810,1500,1,3,6,52,90.7,12,2,6,1500,6,5,1110
811,1500,1,4,11,55,33.2,9,2,7,1500,4,8,0
812,1500,1,5,3,57,16.5,5,4,8,1700,9,4,0
813,1500,1,6,4,52,17.5,6,-2,5,1800,3,7,0
814,1500,1,7,9,55,55,11,4,7,1800,11,9,0
815,1500,1,8,5,52,4.7,2,6,6,1400,15,3,0
816,1500,1,9,14,54,32,8,6,9,1400,12,4,0
817,1500,1,10,2,57,34.5,10,0,3,1500,5,9,0
818,1500,1,11,12,55,10,4,8,2,1500,2,9,0
819,1500,1,12,8,55,259,13,-6,13,1500,5,14,0
820,1500,1,13,1,57,28.1,7,0,11,1200,8,5,0
821,1500,1,14,13,54,296,14,6,6,1200,10,11,0
822,1200,1,2,7,58,4.7,2,2,3,1200,13,1,150
823,1200,1,3,16,54,6.6,3,-8,1,1200,11,1,180
824,1200,1,4,14,56,42.5,11,-2,2,1200,10,4,0
825,1200,1,5,1,55,12.6,4,3,6,1200,10,4,0
826,1200,1,6,4,58,13.8,5,-4,3,1200,3,2,0
827,1200,1,7,5,54,63.1,13,0,5,1200,2,3,0
828,1200,1,8,2,54,15.6,6,2,7,1200,16,8,0
829,1200,1,9,15,54,223.9,15,4,6,1200,15,10,0
830,1200,1,10,6,54,21.1,8,4,7,1600,14,10,0
831,1200,1,11,11,57,23.1,9,-10,1,1000,11,1,0
832,1200,1,12,9,57,39,10,-12,7,1000,7,7,0
833,1200,1,14,12,56,55.9,12,0,3,1200,1,5,0
834,1200,1,15,3,56,479.1,16,8,10,1200,12,15,0
835,1200,1,16,10,53,16.5,7,18,2,1200,11,2,0
836,1800,1,1,11,58,18.8,6,-2,8,2000,5,9,400
837,1800,1,2,5,58,4.4,1,2,3,1500,10,1,170
838,1800,1,3,6,56,4.5,2,4,1,1800,8,8,200
839,1800,1,4,1,58,66.1,13,-2,5,1800,5,11,0
840,1800,1,5,13,58,23.1,7,4,6,2000,2,8,0
841,1800,1,6,8,58,31.7,10,0,7,2000,8,9,0
842,1800,1,7,2,58,49.3,11,4,10,1800,9,9,0
843,1800,1,8,3,58,27.6,9,-6,6,2000,3,8,0
844,1800,1,9,10,56,5.5,4,-6,2,1800,15,7,0
845,1800,1,10,12,58,98.7,14,0,12,2000,8,13,0
846,1800,1,11,14,56,6.1,5,10,1,1500,5,1,0
847,1800,1,12,9,58,25.6,8,10,9,2000,10,6,0
848,1800,1,13,7,58,60.5,12,6,11,1500,4,9,0
849,1800,1,14,4,58,4.9,3,6,4,1800,1,2,0
850,2000,0,1,2,54,2.6,2,4,4,1800,3,1,110
851,2000,0,2,14,54,135,9,2,8,1800,6,6,790
852,2000,0,3,9,54,1.9,1,-10,2,1800,6,1,110
853,2000,0,4,10,54,225.5,10,2,7,1800,5,11,0
854,2000,0,5,3,54,11,3,-2,2,1500,1,4,0
855,2000,0,6,13,53,25.7,5,6,7,1700,1,5,0
856,2000,0,7,8,54,605.5,16,-4,13,1800,13,11,0
857,2000,0,8,7,54,99.8,8,4,8,1500,1,8,0
858,2000,0,9,15,54,29,6,4,3,1800,5,8,0
859,2000,0,10,16,54,264.5,11,-12,8,2000,4,6,0
860,2000,0,11,12,54,300.5,12,0,6,2000,5,10,0
861,2000,0,12,1,54,461.9,15,0,9,2000,3,8,0
862,2000,0,13,6,54,370.7,13,4,9,1700,7,4,0
863,2000,0,14,4,51,57,7,8,2,1800,6,8,0
864,2000,0,15,5,54,13.6,4,4,8,1800,4,5,0
865,2000,0,16,11,54,382,14,6,10,1800,10,10,0
866,1200,1,1,6,56,1.9,1,0,2,1500,5,1,110
