着順,レース,芝ダ,距離,天候,馬場,馬番,斤量,単勝,人気,馬体重,増減
5,2,1,1200,0,1,9,56.0,4.1,3,456,-2
6,2,1,1200,0,1,13,56.0,20.2,6,442,2
7,2,1,1200,0,1,12,56.0,75.2,9,452,-2
8,2,1,1200,0,1,6,56.0,6.6,4,486,-4
9,2,1,1200,0,1,15,53.0,168.1,11,438,-8
10,2,1,1200,0,1,4,56.0,41.6,8,494,-2
11,2,1,1200,0,1,16,54.0,317.9,13,432,-6
12,2,1,1200,0,1,14,54.0,580.3,15,468,-12
13,2,1,1200,0,1,2,56.0,567.0,14,446,-6
14,2,1,1200,0,1,5,53.0,657.3,16,464,20
15,2,1,1200,0,1,3,56.0,126.6,10,482,12
16,2,1,1200,0,1,7,54.0,288.3,12,438,-2
1,3,1,1800,0,1,11,56.0,4.1,3,528,2
2,3,1,1800,0,1,4,56.0,32.7,6,468,0
3,3,1,1800,0,1,12,56.0,33.1,7,444,0
4,3,1,1800,0,1,1,56.0,2.1,1,530,4
5,3,1,1800,0,1,5,56.0,3.3,2,502,-4
6,3,1,1800,0,1,13,56.0,18.2,4,476,-14
7,3,1,1800,0,1,8,53.0,23.0,5,480,-12
8,3,1,1800,0,1,9,56.0,117.1,11,456,-6
9,3,1,1800,0,1,7,56.0,48.8,9,432,-10
10,3,1,1800,0,1,10,56.0,355.7,13,452,-8
11,3,1,1800,0,1,6,56.0,293.0,12,578,-2
12,3,1,1800,0,1,2,55.0,34.1,8,476,-4
13,3,1,1800,0,1,3,54.0,63.0,10,454,0
1,4,0,2200,0,0,2,56.0,1.5,1,464,-8
2,4,0,2200,0,0,1,56.0,14.0,5,460,0
3,4,0,2200,0,0,10,56.0,5.3,2,470,-8
4,4,0,2200,0,0,8,56.0,37.7,7,454,2
5,4,0,2200,0,0,6,51.0,404.3,11,510,-2
6,4,0,2200,0,0,3,56.0,450.0,12,488,-6
7,4,0,2200,0,0,5,56.0,73.9,8,488,8
8,4,0,2200,0,0,13,54.0,7.0,3,500,-8
9,4,0,2200,0,0,4,53.0,139.9,9,438,-6
10,4,0,2200,0,0,9,56.0,28.4,6,438,0
11,4,0,2200,0,0,7,56.0,738.8,13,512,2
12,4,0,2200,0,0,12,51.0,399.5,10,470,-8
13,4,0,2200,0,0,11,56.0,8.5,4,472,4
1,5,1,1200,0,1,7,56.0,7.3,3,484,-6
2,5,1,1200,0,1,5,54.0,14.3,6,464,-4
3,5,1,1200,0,1,11,56.0,3.7,2,444,-4
4,5,1,1200,0,1,10,55.0,2.3,1,482,-4
5,5,1,1200,0,1,6,53.0,82.4,10,494,6
6,5,1,1200,0,1,12,56.0,9.1,4,470,-2
7,5,1,1200,0,1,1,54.0,106.8,11,436,-6
8,5,1,1200,0,1,4,56.0,17.6,7,488,-2
9,5,1,1200,0,1,9,53.0,33.3,9,476,0
10,5,1,1200,0,1,3,54.0,309.1,12,452,-2
11,5,1,1200,0,1,2,53.0,30.1,8,460,-6
1,6,0,1600,0,0,5,56.0,1.2,1,468,0
2,6,0,1600,0,0,7,56.0,9.1,3,442,-4
3,6,0,1600,0,0,8,54.0,49.7,7,516,-8
4,6,0,1600,0,0,3,54.0,42.4,6,464,0
5,6,0,1600,0,0,4,56.0,13.2,4,468,-2
6,6,0,1600,0,0,2,54.0,17.9,5,430,0
7,6,0,1600,0,0,6,56.0,6.6,2,518,8
8,6,0,1600,0,0,9,56.0,88.7,8,462,-10
9,6,0,1600,0,0,1,56.0,375.0,9,456,-12
1,7,1,1800,0,1,12,55.0,4.4,3,452,2
2,7,1,1800,0,1,2,55.0,12.2,6,508,-8
3,7,1,1800,0,1,3,55.0,4.2,2,484,0
4,7,1,1800,0,1,10,52.0,32.7,9,446,-2
5,7,1,1800,0,1,1,55.0,28.2,8,466,-10
6,7,1,1800,0,1,4,55.0,22.8,7,448,2
7,7,1,1800,0,1,8,55.0,7.0,4,446,2
8,7,1,1800,0,1,5,55.0,33.2,10,450,-4
9,7,1,1800,0,1,7,52.0,201.1,11,422,4
10,7,1,1800,0,1,13,55.0,445.1,13,480,-6
11,7,1,1800,0,1,6,55.0,12.2,5,524,-4
12,7,1,1800,0,1,11,55.0,306.0,12,444,-4
13,7,1,1800,0,1,9,55.0,3.0,1,488,8
1,8,0,1600,0,0,4,57.0,4.5,2,436,6
2,8,0,1600,0,0,6,57.0,5.2,3,456,-6
3,8,0,1600,0,0,2,57.0,12.2,6,480,-4
4,8,0,1600,0,0,14,57.0,19.4,8,500,-2
5,8,0,1600,0,0,5,57.0,3.8,1,442,0
6,8,0,1600,0,0,12,57.0,13.5,7,520,2
7,8,0,1600,0,0,10,57.0,9.4,5,458,0
8,8,0,1600,0,0,9,57.0,36.9,11,514,-6
9,8,0,1600,0,0,1,56.0,69.5,12,456,-2
10,8,0,1600,0,0,13,57.0,8.0,4,472,12
11,8,0,1600,0,0,8,57.0,21.5,9,500,4
12,8,0,1600,0,0,3,57.0,70.1,13,456,0
13,8,0,1600,0,0,11,52.0,29.6,10,456,-4
14,8,0,1600,0,0,7,57.0,311.2,14,464,4
1,9,0,2400,0,0,4,55.0,2.5,1,480,-4
2,9,0,2400,0,0,9,54.0,22.6,6,432,0
3,9,0,2400,0,0,5,50.0,93.6,8,432,6
4,9,0,2400,0,0,7,57.0,5.7,4,528,-4
5,9,0,2400,0,0,1,54.0,8.2,5,486,12
6,9,0,2400,0,0,8,51.0,51.1,7,482,-4
7,9,0,2400,0,0,6,55.0,3.7,2,500,-10
8,9,0,2400,0,0,3,53.0,4.7,3,430,4
9,9,0,2400,0,0,2,51.0,160.6,9,498,-4
1,10,1,2000,0,1,3,56.0,2.6,1,486,4
2,10,1,2000,0,1,10,55.0,9.7,5,458,-2
3,10,1,2000,0,1,2,57.0,5.1,2,536,0
4,10,1,2000,0,1,13,56.0,14.3,6,476,4
5,10,1,2000,0,1,11,54.0,23.0,9,498,-12
6,10,1,2000,0,1,9,55.0,7.4,3,506,8
7,10,1,2000,0,1,12,54.0,8.1,4,518,0
8,10,1,2000,0,1,8,52.0,191.9,13,506,0
9,10,1,2000,0,1,4,53.0,35.9,11,488,-4
10,10,1,2000,0,1,5,54.0,16.8,8,458,-8
11,10,1,2000,0,1,7,54.0,56.7,12,508,6
12,10,1,2000,0,1,6,54.0,16.6,7,494,-4
13,10,1,2000,0,1,1,55.0,30.2,10,492,-6
1,11,0,1400,0,0,10,54.0,22.3,8,442,-8
2,11,0,1400,0,0,9,54.0,4.4,2,426,0
3,11,0,1400,0,0,2,54.0,9.4,5,410,-2
4,11,0,1400,0,0,1,54.0,5.6,3,450,4
5,11,0,1400,0,0,16,54.0,97.5,14,444,0
6,11,0,1400,0,0,14,54.0,14.9,6,418,-4
7,11,0,1400,0,0,4,54.0,27.7,9,450,-8
8,11,0,1400,0,0,8,54.0,274.1,17,436,-10
9,11,0,1400,0,0,11,54.0,218.0,16,402,-2
10,11,0,1400,0,0,7,54.0,3.8,1,472,-4
11,11,0,1400,0,0,17,54.0,33.9,10,424,-6
12,11,0,1400,0,0,18,54.0,37.1,11,484,0
13,11,0,1400,0,0,3,54.0,88.5,13,434,-8
14,11,0,1400,0,0,5,54.0,40.4,12,428,-14
15,11,0,1400,0,0,15,54.0,16.0,7,470,12
16,11,0,1400,0,0,13,54.0,100.5,15,434,-2
17,11,0,1400,0,0,12,54.0,668.3,18,444,-2
1,12,1,1200,0,1,7,55.0,9.6,5,522,-10
2,12,1,1200,0,1,12,57.0,15.2,6,514,4
3,12,1,1200,0,1,15,57.0,8.9,4,462,-2
4,12,1,1200,0,1,14,55.0,49.6,12,442,-6
5,12,1,1200,0,1,1,56.0,26.9,11,516,-4
6,12,1,1200,0,1,8,57.0,6.0,2,476,-2
7,12,1,1200,0,1,9,57.0,17.5,8,510,-6
8,12,1,1200,0,1,6,57.0,7.9,3,502,-2
9,12,1,1200,0,1,2,55.0,71.8,13,472,-6
10,12,1,1200,0,1,5,57.0,23.0,10,442,4
11,12,1,1200,0,1,3,55.0,15.5,7,480,18
12,12,1,1200,0,1,13,56.0,19.8,9,498,-2
13,12,1,1200,0,1,10,57.0,101.7,14,468,0
14,12,1,1200,0,1,16,57.0,2.7,1,500,-2
15,12,1,1200,0,1,4,55.0,149.2,16,446,-20
16,12,1,1200,0,1,11,56.0,133.0,15,558,2
1,1,1,1800,0,1,1,56.0,1.2,1,508,-8
2,1,1,1800,0,1,7,56.0,12.0,4,498,4
3,1,1,1800,0,1,4,54.0,10.4,3,420,4
4,1,1,1800,0,1,3,56.0,6.2,2,498,-12
5,1,1,1800,0,1,6,56.0,16.9,5,446,4
6,1,1,1800,0,1,9,56.0,71.4,7,468,2
7,1,1,1800,0,1,10,56.0,37.1,6,490,2
8,1,1,1800,0,1,8,55.0,99.5,8,548,-4
9,1,1,1800,0,1,2,56.0,106.1,9,472,2
10,1,1,1800,0,1,5,56.0,179.8,10,512,4
1,2,1,1200,0,1,3,56.0,6.0,4,502,0
2,2,1,1200,0,1,4,54.0,2.4,1,480,-10
3,2,1,1200,0,1,2,56.0,5.8,3,490,6
4,2,1,1200,0,1,7,56.0,10.2,5,482,-2
5,2,1,1200,0,1,1,56.0,4.4,2,524,2
6,2,1,1200,0,1,16,56.0,15.1,6,484,-2
7,2,1,1200,0,1,5,56.0,87.2,11,502,2
8,2,1,1200,0,1,13,56.0,23.6,7,452,-4
9,2,1,1200,0,1,14,55.0,83.8,10,532,-8
10,2,1,1200,0,1,11,54.0,556.2,16,398,-6
11,2,1,1200,0,1,12,54.0,60.7,9,440,-16
12,2,1,1200,0,1,8,54.0,54.3,8,472,-6
13,2,1,1200,0,1,15,54.0,111.6,12,456,2
14,2,1,1200,0,1,10,56.0,127.6,13,458,-4
15,2,1,1200,0,1,9,51.0,464.3,15,476,-8
16,2,1,1200,0,1,6,54.0,381.5,14,476,-6
1,3,0,1800,0,0,2,54.0,4.5,2,398,0
2,3,0,1800,0,0,11,54.0,6.9,3,428,8
3,3,0,1800,0,0,10,54.0,54.2,9,478,0
4,3,0,1800,0,0,1,54.0,1.9,1,442,6
5,3,0,1800,0,0,12,53.0,33.9,8,480,0
6,3,0,1800,0,0,7,53.0,63.4,10,420,8
7,3,0,1800,0,0,16,54.0,16.2,6,404,-10
8,3,0,1800,0,0,6,54.0,123.1,11,450,0
9,3,0,1800,0,0,5,54.0,311.3,13,396,-10
10,3,0,1800,0,0,15,54.0,12.5,5,538,0
11,3,0,1800,0,0,9,54.0,540.3,16,450,-18
12,3,0,1800,0,0,3,54.0,8.9,4,434,0
13,3,0,1800,0,0,4,54.0,525.8,15,492,-8
14,3,0,1800,0,0,14,54.0,238.9,12,454,8
15,3,0,1800,0,0,13,54.0,27.5,7,486,0
16,3,0,1800,0,0,8,54.0,361.2,14,484,3
1,4,1,1800,0,1,10,54.0,1.7,1,536,0
2,4,1,1800,0,1,3,54.0,3.8,2,486,0
3,4,1,1800,0,1,1,54.0,83.9,9,468,0
4,4,1,1800,0,1,7,55.0,136.2,11,470,0
5,4,1,1800,0,1,2,56.0,94.1,10,464,0
6,4,1,1800,0,1,11,56.0,7.1,3,478,0
7,4,1,1800,0,1,5,56.0,22.8,7,492,0
8,4,1,1800,0,1,6,56.0,17.7,5,480,0
9,4,1,1800,0,1,9,56.0,16.6,4,484,0
10,4,1,1800,0,1,4,54.0,18.7,6,502,0
11,4,1,1800,0,1,8,56.0,29.0,8,488,0
1,5,0,2000,0,0,2,54.0,2.7,1,512,-4
2,5,0,2000,0,0,5,56.0,3.6,2,446,-6
3,5,0,2000,0,0,10,56.0,17.3,5,508,-2
4,5,0,2000,0,0,8,55.0,3.8,3,424,-2
5,5,0,2000,0,0,4,56.0,36.2,7,468,-6
6,5,0,2000,0,0,3,54.0,77.6,8,422,2
7,5,0,2000,0,0,9,56.0,5.4,4,510,0
8,5,0,2000,0,0,1,51.0,145.5,11,436,4
9,5,0,2000,0,0,7,54.0,88.6,9,432,-2
10,5,0,2000,0,0,6,56.0,27.4,6,464,-12
11,5,0,2000,0,0,11,56.0,100.9,10,510,0
1,6,0,1200,0,0,14,54.0,11.7,4,430,-10
2,6,0,1200,0,0,13,54.0,1.4,1,460,0
3,6,0,1200,0,0,10,56.0,7.0,2,476,4
4,6,0,1200,0,0,8,54.0,18.9,6,468,-2
5,6,0,1200,0,0,3,56.0,57.8,9,456,0
6,6,0,1200,0,0,11,54.0,88.7,11,458,-4
7,6,0,1200,0,0,7,56.0,8.7,3,524,-2
8,6,0,1200,0,0,12,54.0,32.4,8,434,-4
9,6,0,1200,0,0,6,54.0,355.2,13,400,-6
10,6,0,1200,0,0,2,53.0,15.0,5,488,4
11,6,0,1200,0,0,1,54.0,526.0,14,402,-6
12,6,0,1200,0,0,4,54.0,209.7,12,434,2
13,6,0,1200,0,0,5,56.0,29.6,7,470,-12
14,6,0,1200,0,0,9,54.0,58.0,10,470,-4
1,7,1,1400,0,1,9,57.0,8.8,5,496,10
2,7,1,1400,0,1,7,57.0,5.7,2,464,2
3,7,1,1400,0,1,8,57.0,2.4,1,470,-6
4,7,1,1400,0,1,4,54.0,19.3,8,470,6
5,7,1,1400,0,1,10,57.0,20.4,9,472,2
6,7,1,1400,0,1,2,56.0,360.4,14,558,-2
7,7,1,1400,0,1,12,57.0,17.3,7,492,8
8,7,1,1400,0,1,11,57.0,10.7,6,518,-4
9,7,1,1400,0,1,1,57.0,45.2,10,472,6
10,7,1,1400,0,1,5,55.0,92.4,12,440,-9
11,7,1,1400,0,1,6,57.0,72.4,11,494,12
12,7,1,1400,0,1,3,57.0,8.5,4,498,-8
13,7,1,1400,0,1,13,57.0,8.0,3,480,-2
14,7,1,1400,0,1,14,57.0,189.7,13,448,-4
1,8,1,1200,0,1,1,57.0,7.9,4,492,-8
2,8,1,1200,0,1,7,57.0,5.9,3,536,-8
3,8,1,1200,0,1,9,57.0,9.4,5,538,2
4,8,1,1200,0,1,12,56.0,4.7,2,490,2
5,8,1,1200,0,1,6,57.0,2.2,1,508,-4
6,8,1,1200,0,1,4,55.0,43.5,9,444,0
7,8,1,1200,0,1,10,57.0,76.4,11,478,0
8,8,1,1200,0,1,2,55.0,85.8,13,478,-8
9,8,1,1200,0,1,3,57.0,403.5,15,464,4
10,8,1,1200,0,1,13,57.0,29.0,7,542,14
11,8,1,1200,0,1,8,55.0,37.5,8,450,-2
12,8,1,1200,0,1,5,55.0,259.9,14,448,0
13,8,1,1200,0,1,16,57.0,18.3,6,456,-7
14,8,1,1200,0,1,11,55.0,75.7,10,442,0
15,8,1,1200,0,1,15,55.0,78.5,12,452,-16
1,9,0,1800,0,0,8,57.0,2.8,2,472,0
2,9,0,1800,0,0,9,57.0,5.0,3,502,-12
3,9,0,1800,0,0,4,57.0,40.9,6,518,0
4,9,0,1800,0,0,1,57.0,2.1,1,460,6
5,9,0,1800,0,0,5,57.0,9.6,4,492,16
6,9,0,1800,0,0,6,57.0,67.0,7,422,0
7,9,0,1800,0,0,3,57.0,97.5,9,482,-12
8,9,0,1800,0,0,7,57.0,89.5,8,460,-2
9,9,0,1800,0,0,2,57.0,15.8,5,500,14
1,10,1,1200,0,1,10,57.0,3.8,1,526,-10
2,10,1,1200,0,1,12,55.0,5.6,3,456,-4
3,10,1,1200,0,1,2,57.0,10.8,5,514,-6
4,10,1,1200,0,1,4,55.0,43.4,12,454,-4
5,10,1,1200,0,1,15,55.0,16.4,7,450,-8
6,10,1,1200,0,1,14,57.0,25.6,9,508,2
7,10,1,1200,0,1,8,57.0,12.4,6,488,-12
8,10,1,1200,0,1,9,57.0,5.7,4,482,2
9,10,1,1200,0,1,6,57.0,17.5,8,502,2
10,10,1,1200,0,1,11,55.0,40.7,11,460,-6
11,10,1,1200,0,1,3,57.0,177.0,13,470,12
12,10,1,1200,0,1,5,57.0,27.7,10,492,2
13,10,1,1200,0,1,1,57.0,296.3,14,532,10
14,10,1,1200,0,1,13,55.0,4.5,2,500,10
15,10,1,1200,0,1,7,57.0,508.5,15,464,10
1,11,0,2000,0,0,7,56.0,45.0,8,474,-2
2,11,0,2000,0,0,8,56.0,15.8,3,472,0
3,11,0,2000,0,0,3,56.0,334.4,11,452,0
4,11,0,2000,0,0,11,56.0,17.3,4,526,-4
5,11,0,2000,0,0,12,56.0,1.2,1,458,2
6,11,0,2000,0,0,4,56.0,19.1,6,488,-12
7,11,0,2000,0,0,9,56.0,17.9,5,486,2
8,11,0,2000,0,0,2,56.0,6.7,2,510,-2
9,11,0,2000,0,0,1,56.0,467.7,12,460,-4
10,11,0,2000,0,0,5,56.0,89.8,9,512,0
11,11,0,2000,0,0,6,56.0,23.5,7,492,-8
12,11,0,2000,0,0,10,56.0,137.8,10,482,4
1,12,1,1800,0,1,10,55.0,7.6,5,508,-2
2,12,1,1800,0,1,2,55.0,4.0,2,480,-6
3,12,1,1800,0,1,6,55.0,3.9,1,466,-2
4,12,1,1800,0,1,1,55.0,17.1,7,454,-10
5,12,1,1800,0,1,4,55.0,5.4,3,486,-6
6,12,1,1800,0,1,3,55.0,6.3,4,472,-8
7,12,1,1800,0,1,8,55.0,143.8,12,446,-6
8,12,1,1800,0,1,5,55.0,23.6,8,458,-2
9,12,1,1800,0,1,12,55.0,24.3,9,478,-4
10,12,1,1800,0,1,11,55.0,11.4,6,490,-2
11,12,1,1800,0,1,9,55.0,41.0,10,468,0
12,12,1,1800,0,1,7,55.0,55.0,11,478,12
1,1,1,1200,0,0,14,54.0,3.4,2,460,-8
2,1,1,1200,0,0,4,54.0,5.7,3,434,6
3,1,1,1200,0,0,3,54.0,26.7,6,414,-2
4,1,1,1200,0,0,6,54.0,1.9,1,512,-4
5,1,1,1200,0,0,2,54.0,142.4,12,460,0
6,1,1,1200,0,0,5,54.0,39.3,7,456,10
7,1,1,1200,0,0,10,54.0,194.0,14,426,6
8,1,1,1200,0,0,9,54.0,21.5,5,456,-8
9,1,1,1200,0,0,11,53.0,182.7,13,482,-4
10,1,1,1200,0,0,13,54.0,75.3,9,406,10
11,1,1,1200,0,0,12,54.0,462.8,15,444,-2
12,1,1,1200,0,0,15,54.0,45.4,8,432,-14
13,1,1,1200,0,0,1,54.0,76.6,10,436,0
14,1,1,1200,0,0,7,54.0,77.0,11,434,-6
15,1,1,1200,0,0,16,54.0,13.8,4,420,-8
1,2,1,1800,0,0,6,56.0,1.6,1,472,0
2,2,1,1800,0,0,10,54.0,6.4,3,480,-6
3,2,1,1800,0,0,7,55.0,53.6,7,500,4
4,2,1,1800,0,0,11,56.0,3.3,2,466,4
5,2,1,1800,0,0,5,56.0,11.8,4,456,-4
6,2,1,1800,0,0,4,56.0,253.2,11,436,-4
7,2,1,1800,0,0,1,56.0,105.4,8,448,0
8,2,1,1800,0,0,8,56.0,180.5,9,466,20
9,2,1,1800,0,0,9,56.0,49.7,6,438,-2
10,2,1,1800,0,0,2,56.0,21.4,5,514,14
11,2,1,1800,0,0,3,56.0,236.2,10,496,-10
1,3,1,1400,0,0,10,54.0,7.9,4,440,-2
2,3,1,1400,0,0,1,56.0,17.9,7,482,-2
3,3,1,1400,0,0,6,56.0,12.8,5,490,-6
4,3,1,1400,0,0,7,56.0,2.5,1,452,-6
5,3,1,1400,0,0,5,56.0,16.5,6,466,-10
6,3,1,1400,0,0,14,56.0,3.7,2,462,-4
7,3,1,1400,0,0,8,55.0,249.4,15,482,-2
8,3,1,1400,0,0,3,56.0,21.3,8,466,-2
9,3,1,1400,0,0,12,56.0,145.3,11,462,0
10,3,1,1400,0,0,15,53.0,172.2,13,460,-5
11,3,1,1400,0,0,16,56.0,37.5,9,440,0
12,3,1,1400,0,0,11,54.0,45.5,10,426,-2
13,3,1,1400,0,0,2,54.0,6.6,3,454,-6
14,3,1,1400,0,0,4,56.0,157.3,12,472,-2
15,3,1,1400,0,0,13,56.0,202.7,14,480,4
16,3,1,1400,0,0,9,56.0,411.6,16,446,0
1,4,0,1600,0,0,5,56.0,19.5,5,446,0
2,4,0,1600,0,0,10,56.0,9.2,4,424,-6
3,4,0,1600,0,0,2,56.0,2.0,1,432,0
4,4,0,1600,0,0,11,56.0,41.4,8,514,-2
5,4,0,1600,0,0,8,56.0,8.6,3,498,-6
6,4,0,1600,0,0,7,56.0,2.8,2,504,0
7,4,0,1600,0,0,1,54.0,184.3,14,422,-4
8,4,0,1600,0,0,15,54.0,38.4,7,468,2
9,4,0,1600,0,0,13,54.0,150.3,13,464,-8
10,4,0,1600,0,0,9,56.0,263.3,15,498,8
11,4,0,1600,0,0,14,54.0,335.4,16,446,-4
12,4,0,1600,0,0,12,54.0,105.6,10,466,-8
13,4,0,1600,0,0,3,54.0,90.8,9,440,-2
14,4,0,1600,0,0,16,54.0,133.0,12,464,4
15,4,0,1600,0,0,6,56.0,25.2,6,476,-6
16,4,0,1600,0,0,4,56.0,120.0,11,504,0
1,5,1,1400,0,0,9,54.0,4.6,2,480,10
2,5,1,1400,0,0,14,54.0,5.3,3,474,-4
3,5,1,1400,0,0,2,54.0,12.2,5,474,-6
4,5,1,1400,0,0,7,54.0,61.3,13,496,-6
5,5,1,1400,0,0,5,54.0,33.6,11,456,-4
6,5,1,1400,0,0,11,54.0,149.8,14,482,-10
7,5,1,1400,0,0,13,54.0,21.0,8,466,-6
8,5,1,1400,0,0,4,54.0,5.9,4,466,-12
9,5,1,1400,0,0,8,54.0,13.1,6,484,-6
10,5,1,1400,0,0,6,54.0,4.0,1,514,-10
11,5,1,1400,0,0,3,54.0,14.2,7,474,-14
12,5,1,1400,0,0,12,54.0,24.2,10,502,8
13,5,1,1400,0,0,1,54.0,57.7,12,462,2
14,5,1,1400,0,0,10,54.0,23.3,9,492,-4
1,6,1,1800,0,0,10,56.0,1.8,1,498,4
2,6,1,1800,0,0,5,56.0,6.7,3,494,0
3,6,1,1800,0,0,8,56.0,4.1,2,468,-12
4,6,1,1800,0,0,1,54.0,18.6,5,490,6
5,6,1,1800,0,0,14,56.0,11.5,4,496,2
6,6,1,1800,0,0,9,56.0,377.3,14,528,-6
7,6,1,1800,0,0,4,56.0,45.4,8,522,-4
8,6,1,1800,0,0,2,56.0,184.0,13,552,2
9,6,1,1800,0,0,12,56.0,19.4,6,470,-10
10,6,1,1800,0,0,3,54.0,67.5,9,464,0
11,6,1,1800,0,0,7,56.0,21.4,7,476,0
12,6,1,1800,0,0,11,56.0,81.0,11,488,-2
13,6,1,1800,0,0,13,54.0,129.8,12,492,0
14,6,1,1800,0,0,6,56.0,76.0,10,458,-2
1,7,0,2400,0,0,1,55.0,5.8,3,448,6
2,7,0,2400,0,0,6,56.0,3.9,1,470,2
3,7,0,2400,0,0,10,57.0,10.8,6,508,6
4,7,0,2400,0,0,4,56.0,7.3,5,468,-8
5,7,0,2400,0,0,3,55.0,21.3,9,510,0
6,7,0,2400,0,0,11,57.0,6.5,4,502,4
7,7,0,2400,0,0,12,57.0,15.4,7,504,2
8,7,0,2400,0,0,7,57.0,25.7,10,462,-8
9,7,0,2400,0,0,5,57.0,79.5,11,498,-4
10,7,0,2400,0,0,8,56.0,18.0,8,482,-4
11,7,0,2400,0,0,9,54.0,276.9,13,436,-6
12,7,0,2400,0,0,13,54.0,133.8,12,454,-8
13,7,0,2400,0,0,2,55.0,4.6,2,476,8
1,8,1,1800,0,0,9,57.0,7.0,3,506,-10
2,8,1,1800,0,0,10,57.0,2.3,1,434,-2
3,8,1,1800,0,0,7,57.0,2.7,2,492,0
4,8,1,1800,0,0,5,57.0,17.2,6,530,2
5,8,1,1800,0,0,1,57.0,108.4,10,486,4
6,8,1,1800,0,0,2,57.0,11.7,5,498,-4
7,8,1,1800,0,0,8,57.0,74.1,8,532,0
8,8,1,1800,0,0,6,57.0,10.6,4,454,-6
9,8,1,1800,0,0,3,55.0,77.2,9,508,40
10,8,1,1800,0,0,4,57.0,30.2,7,452,0
1,9,0,1400,0,0,2,57.0,2.8,2,494,-8
2,9,0,1400,0,0,3,55.0,8.3,4,442,10
3,9,0,1400,0,0,1,55.0,2.3,1,496,0
4,9,0,1400,0,0,7,57.0,29.9,7,502,8
5,9,0,1400,0,0,9,57.0,7.2,3,460,0
6,9,0,1400,0,0,4,57.0,21.8,6,474,-2
7,9,0,1400,0,0,6,57.0,15.6,5,464,-2
8,9,0,1400,0,0,5,57.0,31.7,8,476,10
9,9,0,1400,0,0,8,57.0,32.8,9,506,-8
1,10,0,2000,0,0,8,56.0,2.7,1,518,0
2,10,0,2000,0,0,11,55.0,45.9,8,470,0
3,10,0,2000,0,0,4,53.0,3.0,2,480,-4
4,10,0,2000,0,0,9,56.0,7.1,5,464,2
5,10,0,2000,0,0,2,55.0,24.8,6,446,0
6,10,0,2000,0,0,7,55.0,34.7,7,500,4
7,10,0,2000,0,0,1,54.0,52.4,9,476,-2
8,10,0,2000,0,0,6,56.0,7.0,4,460,4
9,10,0,2000,0,0,3,54.0,6.7,3,468,6
10,10,0,2000,0,0,10,51.0,274.0,11,440,0
11,10,0,2000,0,0,5,54.0,97.8,10,532,0
1,11,0,3000,0,0,7,56.0,5.6,3,454,10
2,11,0,3000,0,0,6,55.0,6.3,4,456,2
3,11,0,3000,0,0,8,56.0,1.9,1,486,0
4,11,0,3000,0,0,10,57.0,3.7,2,482,6
5,11,0,3000,0,0,4,56.0,29.5,6,456,-4
6,11,0,3000,0,0,11,56.0,43.5,7,544,-2
7,11,0,3000,0,0,3,56.0,149.3,10,514,2
8,11,0,3000,0,0,9,55.0,19.3,5,486,-6
9,11,0,3000,0,0,2,55.0,135.0,9,518,-5
10,11,0,3000,0,0,1,56.0,61.6,8,506,2
11,11,0,3000,0,0,5,56.0,396.0,11,526,-2
1,12,1,1400,0,0,5,55.0,5.5,3,500,6
2,12,1,1400,0,0,16,55.0,12.1,6,478,-2
3,12,1,1400,0,0,6,55.0,4.6,2,472,-4
4,12,1,1400,0,0,10,57.0,13.4,8,482,-6
5,12,1,1400,0,0,12,55.0,4.4,1,466,0
6,12,1,1400,0,0,15,57.0,19.9,9,512,-2
7,12,1,1400,0,0,14,55.0,10.9,5,446,-2
8,12,1,1400,0,0,7,55.0,7.3,4,498,-2
9,12,1,1400,0,0,2,57.0,97.8,13,480,0
10,12,1,1400,0,0,9,57.0,49.9,11,498,-2
11,12,1,1400,0,0,13,57.0,13.1,7,458,-6
12,12,1,1400,0,0,3,55.0,50.7,12,434,-2
13,12,1,1400,0,0,4,56.0,105.4,14,472,8
14,12,1,1400,0,0,1,54.0,117.5,16,490,-12
15,12,1,1400,0,0,8,57.0,110.6,15,490,0
16,12,1,1400,0,0,11,55.0,23.8,10,454,10
1,1,1,1800,0,1,14,54.0,17.2,7,446,-8
2,1,1,1800,0,1,8,54.0,5.6,3,468,2
3,1,1,1800,0,1,5,54.0,3.4,2,460,0
4,1,1,1800,0,1,6,51.0,33.9,9,486,-2
5,1,1,1800,0,1,13,54.0,2.7,1,452,-4
6,1,1,1800,0,1,11,54.0,10.5,4,446,2
7,1,1,1800,0,1,7,54.0,45.9,10,496,-10
8,1,1,1800,0,1,12,54.0,165.1,13,458,2
9,1,1,1800,0,1,15,54.0,16.6,6,470,6
10,1,1,1800,0,1,2,54.0,58.9,11,450,-2
11,1,1,1800,0,1,4,54.0,368.1,15,496,2
12,1,1,1800,0,1,10,54.0,11.8,5,490,-6
13,1,1,1800,0,1,3,54.0,102.1,12,444,4
14,1,1,1800,0,1,9,54.0,26.2,8,456,2
15,1,1,1800,0,1,1,54.0,361.6,14,432,-2
1,2,1,1400,0,1,10,56.0,3.1,2,442,2
2,2,1,1400,0,1,6,54.0,78.2,9,446,10
3,2,1,1400,0,1,2,56.0,2.6,1,440,0
4,2,1,1400,0,1,12,56.0,23.0,7,500,-2
5,2,1,1400,0,1,1,54.0,6.0,3,440,-2
6,2,1,1400,0,1,8,56.0,18.7,6,442,0
