着順,レース,芝ダ,距離,天候,馬場,馬番,斤量,単勝,人気,馬体重,増減
14,8,1,1700,0,0,6,52.0,71.8,11,486,-6
1,9,0,1800,0,0,3,57.0,16.2,7,448,4
2,9,0,1800,0,0,5,54.0,3.8,2,464,-8
3,9,0,1800,0,0,4,55.0,58.2,8,446,-12
4,9,0,1800,0,0,1,57.0,3.4,1,470,0
5,9,0,1800,0,0,7,54.0,4.7,3,438,-8
6,9,0,1800,0,0,6,52.0,7.7,5,538,2
7,9,0,1800,0,0,2,57.0,5.0,4,500,-2
8,9,0,1800,0,0,8,54.0,11.7,6,462,4
1,10,1,1700,0,0,4,55.0,3.5,2,488,-16
2,10,1,1700,0,0,7,55.0,6.3,4,476,-6
3,10,1,1700,0,0,5,55.0,17.0,6,490,0
4,10,1,1700,0,0,6,55.0,4.6,3,472,6
5,10,1,1700,0,0,10,55.0,20.8,7,492,6
6,10,1,1700,0,0,12,55.0,12.0,5,452,-14
7,10,1,1700,0,0,8,55.0,166.6,12,444,-12
8,10,1,1700,0,0,3,55.0,3.3,1,480,-6
9,10,1,1700,0,0,11,55.0,29.6,8,512,8
10,10,1,1700,0,0,9,55.0,45.6,10,450,-10
11,10,1,1700,0,0,2,55.0,52.0,11,484,8
12,10,1,1700,0,0,1,55.0,33.2,9,470,-4
1,11,0,1800,0,0,9,55.0,3.2,1,490,0
2,11,0,1800,0,0,5,55.0,6.9,4,460,-14
3,11,0,1800,0,0,2,56.0,4.5,2,488,4
4,11,0,1800,0,0,3,55.0,13.4,7,472,0
5,11,0,1800,0,0,8,55.0,22.4,9,476,2
6,11,0,1800,0,0,11,55.0,17.1,8,460,-2
7,11,0,1800,0,0,1,55.0,13.2,6,492,-12
8,11,0,1800,0,0,10,55.0,64.0,10,472,2
9,11,0,1800,0,0,4,51.0,7.8,5,532,10
10,11,0,1800,0,0,6,51.0,5.9,3,446,6
11,11,0,1800,0,0,7,55.0,96.2,11,458,-8
1,12,0,1500,0,0,3,55.0,4.5,2,490,-2
2,12,0,1500,0,0,5,55.0,1.4,1,466,-6
3,12,0,1500,0,0,10,54.0,15.9,5,442,-6
4,12,0,1500,0,0,7,57.0,74.8,8,502,-2
5,12,0,1500,0,0,2,55.0,9.5,4,420,0
6,12,0,1500,0,0,8,55.0,57.6,7,492,-6
7,12,0,1500,0,0,9,55.0,7.8,3,474,-8
8,12,0,1500,0,0,6,55.0,39.3,6,480,10
9,12,0,1500,0,0,4,57.0,207.6,9,486,-2
1,1,1,1000,0,0,1,54.0,1.3,1,476,-4
2,1,1,1000,0,0,9,54.0,43.3,9,446,-4
3,1,1,1000,0,0,10,52.0,8.7,3,466,0
4,1,1,1000,0,0,6,54.0,34.2,6,444,-2
5,1,1,1000,0,0,7,54.0,200.9,12,456,-8
6,1,1,1000,0,0,12,53.0,29.1,5,426,-2
7,1,1,1000,0,0,8,51.0,102.2,11,434,2
8,1,1,1000,0,0,3,54.0,15.5,4,470,4
9,1,1,1000,0,0,4,54.0,8.1,2,436,-4
10,1,1,1000,0,0,2,54.0,88.2,10,458,-2
11,1,1,1000,0,0,5,52.0,36.9,7,406,2
12,1,1,1000,0,0,11,54.0,42.1,8,448,-6
1,2,1,1700,0,0,3,54.0,3.3,2,436,-12
2,2,1,1700,0,0,2,53.0,9.0,5,426,-2
3,2,1,1700,0,0,4,54.0,18.5,6,456,-8
4,2,1,1700,0,0,12,54.0,5.1,3,468,2
5,2,1,1700,0,0,6,54.0,6.6,4,458,-8
6,2,1,1700,0,0,7,54.0,80.6,10,440,-6
7,2,1,1700,0,0,14,52.0,78.7,9,414,16
8,2,1,1700,0,0,11,52.0,66.5,8,400,-16
9,2,1,1700,0,0,10,54.0,2.8,1,474,4
10,2,1,1700,0,0,5,54.0,83.2,11,478,18
11,2,1,1700,0,0,13,51.0,228.1,12,386,-10
12,2,1,1700,0,0,8,54.0,256.1,14,428,4
13,2,1,1700,0,0,9,54.0,240.0,13,452,2
14,2,1,1700,0,0,1,54.0,43.2,7,452,-10
1,3,0,1200,0,0,9,54.0,74.3,11,416,12
2,3,0,1200,0,0,11,56.0,7.0,4,498,-2
3,3,0,1200,0,0,1,54.0,3.0,2,430,-14
4,3,0,1200,0,0,15,54.0,6.4,3,450,0
5,3,0,1200,0,0,7,56.0,48.4,8,442,-10
6,3,0,1200,0,0,14,54.0,43.3,6,418,0
7,3,0,1200,0,0,13,52.0,53.2,10,454,-4
8,3,0,1200,0,0,6,54.0,9.2,5,450,-4
9,3,0,1200,0,0,8,54.0,269.5,14,426,0
9,3,0,1200,0,0,10,54.0,47.2,7,454,-10
11,3,0,1200,0,0,5,56.0,51.8,9,494,6
12,3,0,1200,0,0,2,54.0,2.6,1,426,-2
13,3,0,1200,0,0,12,54.0,197.5,12,436,0
14,3,0,1200,0,0,4,54.0,706.1,16,408,-10
15,3,0,1200,0,0,3,55.0,355.9,15,440,-2
16,3,0,1200,0,0,16,54.0,256.7,13,388,4
1,4,1,1700,0,0,7,56.0,7.1,3,504,-4
2,4,1,1700,0,0,12,56.0,4.1,2,490,-6
3,4,1,1700,0,0,8,56.0,14.5,5,482,6
4,4,1,1700,0,0,2,56.0,2.1,1,478,-10
5,4,1,1700,0,0,3,54.0,22.3,7,420,-6
6,4,1,1700,0,0,6,56.0,117.2,12,496,2
7,4,1,1700,0,0,14,52.0,98.1,11,430,-6
8,4,1,1700,0,0,10,54.0,285.2,13,474,0
9,4,1,1700,0,0,13,56.0,35.9,8,454,6
10,4,1,1700,0,0,9,56.0,15.9,6,462,-10
11,4,1,1700,0,0,11,54.0,43.4,9,476,2
12,4,1,1700,0,0,5,53.0,49.0,10,420,-4
13,4,1,1700,0,0,1,56.0,7.2,4,422,-12
14,4,1,1700,0,0,4,53.0,335.5,14,466,-10
1,5,0,1200,0,0,9,54.0,2.9,2,442,0
2,5,0,1200,0,0,5,52.0,15.4,4,424,0
3,5,0,1200,0,0,1,54.0,54.4,9,422,0
4,5,0,1200,0,0,3,54.0,1.9,1,486,0
5,5,0,1200,0,0,10,54.0,36.2,7,436,0
6,5,0,1200,0,0,2,54.0,21.6,5,406,0
7,5,0,1200,0,0,12,54.0,70.0,10,434,0
8,5,0,1200,0,0,6,54.0,45.6,8,432,0
9,5,0,1200,0,0,4,54.0,11.1,3,496,0
10,5,0,1200,0,0,7,54.0,114.0,11,382,0
11,5,0,1200,0,0,8,54.0,21.9,6,442,0
12,5,0,1200,0,0,11,54.0,152.2,12,476,0
1,6,0,2600,0,0,9,56.0,6.2,3,490,-6
2,6,0,2600,0,0,4,54.0,22.7,9,444,-6
3,6,0,2600,0,0,1,56.0,8.0,5,488,-6
4,6,0,2600,0,0,2,54.0,4.7,2,432,-12
5,6,0,2600,0,0,6,56.0,6.3,4,488,-2
6,6,0,2600,0,0,8,56.0,18.3,8,460,8
7,6,0,2600,0,0,13,56.0,117.5,13,512,-2
8,6,0,2600,0,0,5,56.0,4.0,1,454,-4
9,6,0,2600,0,0,12,56.0,16.6,7,470,-10
10,6,0,2600,0,0,14,56.0,37.0,10,476,-8
11,6,0,2600,0,0,7,56.0,9.7,6,530,-2
12,6,0,2600,0,0,11,52.0,44.2,12,486,4
13,6,0,2600,0,0,3,52.0,37.4,11,462,6
14,6,0,2600,0,0,10,53.0,169.6,14,414,-12
1,7,1,1000,0,0,8,54.0,2.1,1,472,10
2,7,1,1000,0,0,6,55.0,19.9,6,462,-16
3,7,1,1000,0,0,5,57.0,3.0,2,490,0
4,7,1,1000,0,0,11,57.0,11.6,4,472,0
5,7,1,1000,0,0,3,57.0,77.0,11,472,-4
6,7,1,1000,0,0,12,52.0,6.4,3,450,2
7,7,1,1000,0,0,1,55.0,18.7,5,440,-8
8,7,1,1000,0,0,2,55.0,27.4,7,490,-10
9,7,1,1000,0,0,10,55.0,116.0,12,480,-6
10,7,1,1000,0,0,7,50.0,66.1,9,492,-6
11,7,1,1000,0,0,9,52.0,66.7,10,440,-8
12,7,1,1000,0,0,4,52.0,62.9,8,468,-6
1,8,0,2000,0,0,7,54.0,1.4,1,460,0
2,8,0,2000,0,0,4,55.0,36.8,7,444,0
3,8,0,2000,0,0,2,57.0,16.1,3,514,-2
4,8,0,2000,0,0,5,54.0,60.9,9,506,-2
5,8,0,2000,0,0,3,55.0,166.8,12,438,0
6,8,0,2000,0,0,9,55.0,19.5,4,474,-4
7,8,0,2000,0,0,1,54.0,66.8,10,462,0
8,8,0,2000,0,0,11,54.0,3.6,2,510,6
9,8,0,2000,0,0,12,57.0,26.6,6,526,0
10,8,0,2000,0,0,6,57.0,119.0,11,456,-6
11,8,0,2000,0,0,13,57.0,22.3,5,470,-10
12,8,0,2000,0,0,10,54.0,364.7,13,464,6
13,8,0,2000,0,0,8,57.0,45.1,8,468,2
1,9,1,1700,0,0,5,57.0,2.1,1,476,-4
2,9,1,1700,0,0,11,57.0,29.2,9,510,-6
3,9,1,1700,0,0,2,52.0,5.0,2,450,-12
4,9,1,1700,0,0,12,57.0,8.1,3,482,-2
5,9,1,1700,0,0,7,54.0,9.4,5,482,2
6,9,1,1700,0,0,6,57.0,75.3,11,504,-2
7,9,1,1700,0,0,8,57.0,8.5,4,486,-12
8,9,1,1700,0,0,4,57.0,20.7,7,496,-14
9,9,1,1700,0,0,14,57.0,17.1,6,488,-2
10,9,1,1700,0,0,13,57.0,160.6,14,480,-12
11,9,1,1700,0,0,9,52.0,21.1,8,518,14
12,9,1,1700,0,0,3,54.0,72.8,10,486,0
13,9,1,1700,0,0,1,52.0,79.1,12,520,-10
14,9,1,1700,0,0,10,57.0,137.5,13,488,8
1,10,0,1800,0,0,2,55.0,10.9,4,436,-8
2,10,0,1800,0,0,11,55.0,1.7,1,436,-2
3,10,0,1800,0,0,7,55.0,4.6,2,388,-8
4,10,0,1800,0,0,12,52.0,5.9,3,498,16
5,10,0,1800,0,0,10,52.0,22.2,6,408,-4
6,10,0,1800,0,0,6,52.0,53.8,9,480,4
7,10,0,1800,0,0,5,55.0,76.0,10,418,-2
8,10,0,1800,0,0,3,55.0,16.2,5,468,-2
9,10,0,1800,0,0,1,55.0,99.8,11,484,22
10,10,0,1800,0,0,4,55.0,40.5,8,462,8
11,10,0,1800,0,0,8,52.0,40.1,7,420,-6
12,10,0,1800,0,0,9,55.0,194.5,12,426,20
1,11,0,2600,0,0,10,56.0,7.3,5,512,2
2,11,0,2600,0,0,3,56.0,4.5,3,506,6
3,11,0,2600,0,0,1,56.0,5.6,4,522,-2
4,11,0,2600,0,0,14,56.0,29.5,7,482,-10
5,11,0,2600,0,0,6,58.0,4.0,2,482,2
6,11,0,2600,0,0,2,56.0,61.5,12,480,-10
7,11,0,2600,0,0,4,56.0,51.8,10,518,0
8,11,0,2600,0,0,9,54.0,182.0,13,502,0
9,11,0,2600,0,0,8,56.0,33.2,8,468,-10
10,11,0,2600,0,0,13,56.0,3.9,1,512,12
11,11,0,2600,0,0,7,56.0,310.0,14,462,-4
12,11,0,2600,0,0,5,56.0,14.6,6,516,2
13,11,0,2600,0,0,11,56.0,41.6,9,528,-4
14,11,0,2600,0,0,12,56.0,59.7,11,480,-6
1,12,0,1200,0,0,6,54.0,2.9,1,446,-4
2,12,0,1200,0,0,13,52.0,6.3,4,488,-6
3,12,0,1200,0,0,2,55.0,25.1,7,486,-8
4,12,0,1200,0,0,5,55.0,135.0,14,490,-2
5,12,0,1200,0,0,8,52.0,3.1,2,460,2
6,12,0,1200,0,0,14,54.0,12.2,5,454,0
7,12,0,1200,0,0,1,55.0,48.1,9,434,-6
8,12,0,1200,0,0,10,55.0,38.0,8,448,-2
9,12,0,1200,0,0,7,57.0,21.1,6,484,-16
10,12,0,1200,0,0,4,55.0,95.2,12,424,-6
11,12,0,1200,0,0,12,57.0,57.1,11,444,-2
12,12,0,1200,0,0,9,57.0,6.1,3,478,-6
13,12,0,1200,0,0,11,57.0,131.1,13,482,-14
14,12,0,1200,0,0,3,57.0,55.9,10,480,-2
1,1,0,1500,0,0,6,54.0,14.2,5,466,0
2,1,0,1500,0,0,1,54.0,2.8,2,518,6
3,1,0,1500,0,0,3,54.0,6.2,3,462,-2
4,1,0,1500,0,0,4,53.0,200.6,8,460,-6
5,1,0,1500,0,0,8,54.0,13.0,4,440,10
6,1,0,1500,0,0,5,54.0,157.2,7,480,-6
7,1,0,1500,0,0,2,54.0,50.5,6,426,0
1,2,1,1000,0,0,9,56.0,3.8,2,490,0
2,2,1,1000,0,0,7,54.0,95.2,10,440,-6
3,2,1,1000,0,0,3,52.0,61.1,9,438,2
4,2,1,1000,0,0,2,54.0,54.1,7,472,-6
5,2,1,1000,0,0,4,54.0,18.7,3,448,-4
6,2,1,1000,0,0,1,56.0,1.3,1,484,4
7,2,1,1000,0,0,10,53.0,243.4,12,470,2
8,2,1,1000,0,0,5,56.0,23.2,4,490,8
9,2,1,1000,0,0,6,52.0,183.7,11,398,4
10,2,1,1000,0,0,8,54.0,28.0,5,426,8
11,2,1,1000,0,0,12,56.0,39.8,6,484,2
12,2,1,1000,0,0,11,56.0,55.8,8,420,6
1,3,1,1700,0,0,12,55.0,7.6,3,448,6
2,3,1,1700,0,0,8,54.0,8.8,4,440,0
3,3,1,1700,0,0,14,56.0,209.6,14,434,0
4,3,1,1700,0,0,10,56.0,1.4,1,462,-4
5,3,1,1700,0,0,3,56.0,5.7,2,450,0
6,3,1,1700,0,0,2,56.0,55.5,7,440,2
7,3,1,1700,0,0,7,54.0,141.7,11,430,2
8,3,1,1700,0,0,1,56.0,70.9,8,412,-4
9,3,1,1700,0,0,6,56.0,27.5,5,438,-6
10,3,1,1700,0,0,9,51.0,31.4,6,434,-12
11,3,1,1700,0,0,4,54.0,175.0,12,406,-2
12,3,1,1700,0,0,5,54.0,203.2,13,458,8
13,3,1,1700,0,0,13,56.0,77.2,10,466,-6
14,3,1,1700,0,0,11,56.0,77.0,9,414,-10
1,4,0,2000,0,0,3,52.0,17.7,9,452,-6
2,4,0,2000,0,0,9,52.0,98.0,12,428,-6
3,4,0,2000,0,0,16,54.0,11.6,5,424,-6
4,4,0,2000,0,0,5,54.0,8.2,4,476,2
5,4,0,2000,0,0,8,53.0,305.5,14,432,6
6,4,0,2000,0,0,10,54.0,7.6,3,462,-6
7,4,0,2000,0,0,2,54.0,2.2,1,450,0
8,4,0,2000,0,0,7,54.0,12.0,6,454,0
9,4,0,2000,0,0,11,54.0,16.6,8,486,4
10,4,0,2000,0,0,1,54.0,53.4,10,470,12
11,4,0,2000,0,0,6,54.0,226.6,13,436,-6
12,4,0,2000,0,0,14,51.0,6.4,2,440,-8
13,4,0,2000,0,0,12,54.0,479.0,15,414,-6
14,4,0,2000,0,0,13,54.0,16.0,7,410,0
15,4,0,2000,0,0,15,54.0,62.3,11,470,14
1,5,0,1800,0,0,10,54.0,2.3,1,478,0
2,5,0,1800,0,0,6,54.0,4.0,3,478,0
3,5,0,1800,0,0,1,54.0,9.7,4,458,0
4,5,0,1800,0,0,3,54.0,29.2,7,428,0
5,5,0,1800,0,0,7,54.0,22.1,5,392,0
6,5,0,1800,0,0,9,54.0,3.9,2,490,0
7,5,0,1800,0,0,11,54.0,227.4,11,490,0
8,5,0,1800,0,0,5,54.0,130.7,10,406,0
9,5,0,1800,0,0,8,54.0,26.1,6,460,0
10,5,0,1800,0,0,2,54.0,121.6,9,472,0
11,5,0,1800,0,0,4,54.0,33.8,8,468,0
1,6,1,2400,0,0,4,57.0,24.4,7,460,-4
2,6,1,2400,0,0,10,56.0,20.3,6,482,4
3,6,1,2400,0,0,8,57.0,49.4,9,456,0
4,6,1,2400,0,0,12,54.0,41.7,8,506,12
5,6,1,2400,0,0,9,55.0,158.5,12,450,0
6,6,1,2400,0,0,3,57.0,2.9,1,486,6
7,6,1,2400,0,0,6,54.0,3.2,3,530,0
8,6,1,2400,0,0,1,57.0,71.6,10,476,-2
9,6,1,2400,0,0,7,54.0,19.1,5,526,-2
10,6,1,2400,0,0,11,55.0,3.1,2,500,-2
11,6,1,2400,0,0,2,57.0,127.1,11,476,-2
1,7,1,1700,0,0,11,55.0,8.6,3,472,6
2,7,1,1700,0,0,4,52.0,1.9,1,440,-8
3,7,1,1700,0,0,2,53.0,4.0,2,464,-4
4,7,1,1700,0,0,9,55.0,13.8,5,442,-4
5,7,1,1700,0,0,10,52.0,11.2,4,454,2
6,7,1,1700,0,0,5,52.0,20.4,8,454,0
7,7,1,1700,0,0,8,55.0,101.0,11,488,-6
8,7,1,1700,0,0,1,51.0,15.6,6,444,-2
9,7,1,1700,0,0,6,52.0,46.4,9,412,-6
10,7,1,1700,0,0,3,55.0,51.4,10,392,-2
11,7,1,1700,0,0,7,52.0,16.4,7,432,14
1,8,0,1200,0,0,8,57.0,1.9,1,486,8
2,8,0,1200,0,0,2,57.0,9.3,3,478,-4
3,8,0,1200,0,0,15,57.0,13.5,4,470,-2
4,8,0,1200,0,0,13,55.0,37.2,9,440,2
5,8,0,1200,0,0,1,52.0,27.9,6,450,14
6,8,0,1200,0,0,14,55.0,412.3,16,490,-8
7,8,0,1200,0,0,11,55.0,28.7,7,444,-14
8,8,0,1200,0,0,9,52.0,49.0,11,442,-12
8,8,0,1200,0,0,12,57.0,106.5,12,470,-8
10,8,0,1200,0,0,10,57.0,34.4,8,468,6
11,8,0,1200,0,0,5,56.0,146.9,14,440,2
12,8,0,1200,0,0,6,54.0,126.7,13,450,2
13,8,0,1200,0,0,3,55.0,223.1,15,488,-2
14,8,0,1200,0,0,7,51.0,21.9,5,498,0
15,8,0,1200,0,0,16,57.0,41.8,10,482,-2
16,8,0,1200,0,0,4,54.0,3.3,2,460,8
1,9,0,2600,0,0,6,54.0,2.0,1,442,8
2,9,0,2600,0,0,8,54.0,13.7,6,446,2
3,9,0,2600,0,0,11,57.0,13.0,5,442,-2
4,9,0,2600,0,0,13,52.0,10.7,3,448,2
5,9,0,2600,0,0,2,57.0,16.0,8,522,-2
6,9,0,2600,0,0,12,55.0,49.1,12,478,2
7,9,0,2600,0,0,7,54.0,13.0,4,466,8
8,9,0,2600,0,0,3,57.0,21.8,10,454,-6
9,9,0,2600,0,0,10,53.0,18.6,9,424,-14
10,9,0,2600,0,0,5,53.0,243.0,14,436,-4
11,9,0,2600,0,0,9,54.0,6.5,2,480,-2
12,9,0,2600,0,0,4,57.0,13.7,7,550,0
13,9,0,2600,0,0,1,54.0,206.1,13,448,-10
14,9,0,2600,0,0,14,54.0,38.7,11,488,-4
1,10,1,1700,0,0,14,57.0,139.9,12,484,6
2,10,1,1700,0,0,5,54.0,8.9,5,500,4
3,10,1,1700,0,0,12,55.0,5.0,3,494,0
4,10,1,1700,0,0,11,57.0,5.2,4,500,-2
5,10,1,1700,0,0,9,57.0,144.8,14,492,-8
6,10,1,1700,0,0,4,54.0,29.4,8,514,0
7,10,1,1700,0,0,10,57.0,3.6,1,474,2
8,10,1,1700,0,0,13,57.0,85.3,9,530,0
9,10,1,1700,0,0,2,54.0,4.8,2,494,-2
10,10,1,1700,0,0,6,57.0,105.7,11,500,-6
11,10,1,1700,0,0,8,57.0,89.3,10,530,-8
12,10,1,1700,0,0,1,57.0,12.3,7,462,-4
13,10,1,1700,0,0,3,57.0,9.8,6,522,-6
1,11,0,1200,0,0,1,50.0,10.2,4,494,-4
2,11,0,1200,0,0,10,52.0,6.1,2,486,0
3,11,0,1200,0,0,3,51.0,40.3,10,456,-6
4,11,0,1200,0,0,9,53.0,1.6,1,470,8
5,11,0,1200,0,0,8,54.0,14.3,5,522,-4
6,11,0,1200,0,0,6,52.0,39.9,9,474,-8
7,11,0,1200,0,0,7,50.0,25.4,7,498,-8
8,11,0,1200,0,0,2,55.0,6.9,3,496,4
9,11,0,1200,0,0,4,50.0,36.7,8,454,0
10,11,0,1200,0,0,5,54.0,21.3,6,494,0
1,12,0,1800,0,0,1,52.0,1.9,1,450,-4
2,12,0,1800,0,0,6,54.0,3.7,2,540,10
3,12,0,1800,0,0,4,54.0,14.5,5,472,4
4,12,0,1800,0,0,8,51.0,7.8,4,452,2
5,12,0,1800,0,0,9,52.0,40.9,7,468,-4
6,12,0,1800,0,0,7,53.0,109.2,9,496,0
7,12,0,1800,0,0,5,53.0,6.0,3,478,4
8,12,0,1800,0,0,3,52.0,17.0,6,460,-4
9,12,0,1800,0,0,2,53.0,100.9,8,472,-6
1,1,1,1700,0,1,3,54.0,6.8,3,460,-12
2,1,1,1700,0,1,9,54.0,1.4,1,440,-2
3,1,1,1700,0,1,7,54.0,86.8,11,410,-6
4,1,1,1700,0,1,8,53.0,200.7,12,430,-6
5,1,1,1700,0,1,14,54.0,19.8,4,502,-6
6,1,1,1700,0,1,12,54.0,305.6,14,492,-14
7,1,1,1700,0,1,1,54.0,50.8,7,438,-8
8,1,1,1700,0,1,2,54.0,40.9,6,504,-2
9,1,1,1700,0,1,6,54.0,24.3,5,464,4
10,1,1,1700,0,1,10,52.0,65.1,8,466,-4
11,1,1,1700,0,1,13,54.0,6.1,2,496,2
12,1,1,1700,0,1,4,54.0,223.4,13,506,8
13,1,1,1700,0,1,11,52.0,72.8,10,458,-4
14,1,1,1700,0,1,5,54.0,66.1,9,418,-6
1,2,0,1800,0,1,1,54.0,2.7,2,424,-4
2,2,0,1800,0,1,5,54.0,8.7,4,490,2
3,2,0,1800,0,1,4,54.0,13.1,5,476,-4
4,2,0,1800,0,1,8,54.0,4.6,3,442,-14
5,2,0,1800,0,1,7,54.0,55.6,7,406,10
6,2,0,1800,0,1,3,54.0,2.6,1,456,-14
7,2,0,1800,0,1,6,54.0,80.2,8,492,-2
8,2,0,1800,0,1,2,54.0,32.7,6,468,6
1,3,1,1000,0,1,8,54.0,9.9,3,450,4
2,3,1,1000,0,1,1,56.0,2.4,2,458,-6
3,3,1,1000,0,1,2,54.0,24.6,6,452,-4
4,3,1,1000,0,1,7,54.0,116.4,11,452,-10
5,3,1,1000,0,1,12,56.0,2.0,1,460,0
6,3,1,1000,0,1,3,54.0,47.1,9,472,0
7,3,1,1000,0,1,10,55.0,32.9,8,478,0
8,3,1,1000,0,1,11,52.0,16.4,4,410,2
9,3,1,1000,0,1,4,54.0,21.1,5,460,-2
10,3,1,1000,0,1,9,56.0,94.3,10,484,-22
11,3,1,1000,0,1,5,53.0,429.7,12,450,-4
12,3,1,1000,0,1,6,52.0,29.8,7,458,2
1,4,1,1700,0,1,2,56.0,3.9,2,464,-8
2,4,1,1700,0,1,8,56.0,7.0,4,480,-2
3,4,1,1700,0,1,12,56.0,6.7,3,514,-4
4,4,1,1700,0,1,3,55.0,8.8,5,504,-2
5,4,1,1700,0,1,11,54.0,31.9,7,454,6
6,4,1,1700,0,1,9,56.0,2.3,1,518,-4
7,4,1,1700,0,1,10,54.0,44.7,9,504,-10
8,4,1,1700,0,1,13,56.0,120.8,12,496,0
9,4,1,1700,0,1,7,56.0,25.7,6,480,-12
10,4,1,1700,0,1,5,56.0,33.2,8,458,-6
11,4,1,1700,0,1,4,54.0,111.3,11,418,8
12,4,1,1700,0,1,6,54.0,217.8,14,454,-12
13,4,1,1700,0,1,1,52.0,179.2,13,468,4
14,4,1,1700,0,1,14,56.0,56.0,10,480,-6
1,5,0,1500,0,1,6,54.0,6.9,4,428,0
2,5,0,1500,0,1,4,54.0,24.6,8,424,0
3,5,0,1500,0,1,2,54.0,112.5,11,460,0
4,5,0,1500,0,1,12,54.0,21.8,6,452,0
5,5,0,1500,0,1,11,54.0,4.1,2,440,0
6,5,0,1500,0,1,9,54.0,3.2,1,420,0
7,5,0,1500,0,1,3,54.0,23.4,7,436,0
8,5,0,1500,0,1,5,53.0,95.5,10,440,0
9,5,0,1500,0,1,7,51.0,92.2,9,410,0
10,5,0,1500,0,1,10,54.0,9.3,5,408,0
11,5,0,1500,0,1,1,54.0,4.3,3,444,0
12,5,0,1500,0,1,8,54.0,167.5,12,450,0
1,6,0,2000,1,1,3,56.0,1.8,1,496,-2
2,6,0,2000,1,1,2,54.0,51.8,11,452,8
3,6,0,2000,1,1,15,56.0,25.6,6,462,-10
4,6,0,2000,1,1,4,55.0,157.1,13,472,6
5,6,0,2000,1,1,11,54.0,18.4,5,414,-6
6,6,0,2000,1,1,12,56.0,25.8,7,450,-2
7,6,0,2000,1,1,8,54.0,27.9,9,422,-4
8,6,0,2000,1,1,10,56.0,12.0,3,432,12
9,6,0,2000,1,1,1,56.0,26.1,8,510,-12
10,6,0,2000,1,1,16,54.0,44.5,10,402,-8
11,6,0,2000,1,1,6,56.0,52.4,12,484,-18
12,6,0,2000,1,1,9,55.0,298.2,15,456,-6
13,6,0,2000,1,1,5,56.0,17.1,4,442,12
14,6,0,2000,1,1,13,51.0,608.7,16,408,-6
15,6,0,2000,1,1,7,56.0,3.4,2,474,2
16,6,0,2000,1,1,14,54.0,293.3,14,448,-2
1,7,1,1700,1,1,6,52.0,32.6,10,448,8
2,7,1,1700,1,1,12,55.0,29.1,9,448,-4
3,7,1,1700,1,1,1,49.0,7.2,5,486,4
4,7,1,1700,1,1,2,53.0,5.8,2,530,32
5,7,1,1700,1,1,14,54.0,3.9,1,490,4
6,7,1,1700,1,1,5,55.0,65.1,12,514,4
7,7,1,1700,1,1,7,52.0,7.8,6,488,0
8,7,1,1700,1,1,3,52.0,7.0,4,434,-6
9,7,1,1700,1,1,10,51.0,45.5,11,446,12
10,7,1,1700,1,1,8,53.0,10.6,7,528,-4
11,7,1,1700,1,1,9,55.0,88.3,13,494,2
12,7,1,1700,1,1,4,52.0,6.3,3,466,2
13,7,1,1700,1,1,11,54.0,183.8,14,458,10
14,7,1,1700,1,1,13,52.0,19.9,8,494,18
1,8,0,1200,1,1,15,52.0,9.1,5,422,-8
2,8,0,1200,1,1,7,55.0,33.3,8,474,2
3,8,0,1200,1,1,12,57.0,8.9,4,504,-12
4,8,0,1200,1,1,13,55.0,42.8,9,462,-4
5,8,0,1200,1,1,8,57.0,3.3,2,450,8
6,8,0,1200,1,1,2,55.0,13.1,7,420,4
7,8,0,1200,1,1,3,54.0,3.1,1,476,2
8,8,0,1200,1,1,1,54.0,12.2,6,452,0
9,8,0,1200,1,1,10,57.0,97.7,12,454,0
10,8,0,1200,1,1,14,52.0,7.3,3,460,-2
11,8,0,1200,1,1,6,55.0,368.4,16,410,-8
12,8,0,1200,1,1,16,54.0,154.5,13,416,6
13,8,0,1200,1,1,4,57.0,69.9,11,472,-4
14,8,0,1200,1,1,9,53.0,186.2,15,444,14
15,8,0,1200,1,1,11,54.0,172.2,14,450,-12
16,8,0,1200,1,1,5,55.0,49.1,10,486,8
1,9,1,1700,1,1,3,57.0,9.1,4,460,-12
2,9,1,1700,1,1,8,54.0,2.6,1,460,6
3,9,1,1700,1,1,10,57.0,9.1,5,484,0
4,9,1,1700,1,1,14,57.0,2.9,2,476,-2
5,9,1,1700,1,1,12,57.0,28.5,7,446,-2
6,9,1,1700,1,1,9,57.0,143.1,12,474,-24
7,9,1,1700,1,1,11,54.0,6.3,3,478,4
8,9,1,1700,1,1,1,57.0,102.7,11,494,-2
9,9,1,1700,1,1,13,54.0,181.3,13,514,2
10,9,1,1700,1,1,2,57.0,28.4,6,478,0
11,9,1,1700,1,1,5,57.0,224.1,14,526,4
12,9,1,1700,1,1,6,54.0,68.1,9,512,1
13,9,1,1700,1,1,4,54.0,70.0,10,494,2
14,9,1,1700,1,1,7,57.0,32.1,8,434,0
1,10,0,1800,1,1,9,54.0,10.2,3,436,-10
2,10,0,1800,1,1,4,54.0,1.3,1,496,8
3,10,0,1800,1,1,2,54.0,14.2,4,450,-14
4,10,0,1800,1,1,6,54.0,5.1,2,508,2
5,10,0,1800,1,1,3,54.0,60.8,6,484,-6
6,10,0,1800,1,1,7,54.0,74.5,7,452,-4
7,10,0,1800,1,1,10,54.0,19.9,5,498,-10
